epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,4711.06,1.24551,1.70334,1.28846,0.56322,0.41192,0.43346,0.29965,1.20273,1.39812,1.25669,0.009406,0.009406,0.009406
38,4832.49,1.23285,1.70076,1.28393,0.56502,0.41103,0.43421,0.3002,1.20123,1.3956,1.25529,0.0093895,0.0093895,0.0093895
39,4954.24,1.23386,1.69595,1.27936,0.56592,0.41082,0.43433,0.30063,1.20039,1.3934,1.25438,0.009373,0.009373,0.009373
40,5075.89,1.23987,1.69035,1.28007,0.56781,0.4098,0.43489,0.30128,1.19979,1.39205,1.25382,0.0093565,0.0093565,0.0093565
41,5198.9,1.23975,1.68687,1.27859,0.56346,0.41182,0.4351,0.30164,1.19936,1.39091,1.25297,0.00934,0.00934,0.00934
42,5320.62,1.24007,1.69227,1.27853,0.56339,0.41174,0.43524,0.30199,1.19906,1.39016,1.25263,0.0093235,0.0093235,0.0093235
43,5443.13,1.23329,1.68237,1.2736,0.56467,0.41137,0.43517,0.30198,1.19854,1.38936,1.25203,0.009307,0.009307,0.009307
44,5565.81,1.22179,1.67425,1.27075,0.56687,0.4117,0.43573,0.30235,1.19782,1.38875,1.25142,0.0092905,0.0092905,0.0092905
45,5688.33,1.22498,1.66824,1.27022,0.56812,0.41251,0.43623,0.30298,1.1973,1.38815,1.25082,0.009274,0.009274,0.009274
46,5810.52,1.23694,1.66832,1.27469,0.56896,0.41201,0.43659,0.30331,1.19725,1.3884,1.25057,0.0092575,0.0092575,0.0092575
47,5932.35,1.23324,1.66502,1.2752,0.57004,0.41089,0.43655,0.30354,1.19688,1.38838,1.25027,0.009241,0.009241,0.009241
48,6054.92,1.22776,1.65586,1.26948,0.57396,0.40929,0.43667,0.30365,1.19656,1.38887,1.24979,0.0092245,0.0092245,0.0092245
49,6176.64,1.22131,1.65263,1.26626,0.5747,0.40748,0.43654,0.3039,1.1961,1.39006,1.24937,0.009208,0.009208,0.009208
50,6298.33,1.22546,1.65956,1.27083,0.57176,0.40878,0.43664,0.3039,1.196,1.39132,1.24912,0.0091915,0.0091915,0.0091915
51,6418.39,1.21957,1.6573,1.26721,0.56817,0.40952,0.43619,0.30399,1.19614,1.39275,1.24909,0.009175,0.009175,0.009175
52,6540.88,1.22509,1.65023,1.26978,0.56795,0.41045,0.43599,0.30373,1.19603,1.39484,1.24893,0.0091585,0.0091585,0.0091585
53,6663.3,1.2193,1.63781,1.2654,0.5734,0.40837,0.43596,0.30356,1.19584,1.39631,1.24879,0.009142,0.009142,0.009142
54,6786.3,1.22147,1.63226,1.26424,0.5744,0.40891,0.43581,0.30325,1.19575,1.39865,1.24848,0.0091255,0.0091255,0.0091255
55,6908.45,1.22109,1.63761,1.26534,0.57395,0.41193,0.43574,0.30328,1.19553,1.4006,1.24811,0.009109,0.009109,0.009109
56,7029.5,1.21706,1.62964,1.26134,0.57197,0.41143,0.43522,0.30307,1.19544,1.40294,1.24815,0.0090925,0.0090925,0.0090925
57,7151.06,1.21272,1.63046,1.2605,0.57126,0.40953,0.43522,0.30333,1.19541,1.40505,1.24806,0.009076,0.009076,0.009076
58,7272.67,1.21693,1.64155,1.26545,0.57177,0.40819,0.43493,0.30313,1.19531,1.40772,1.24801,0.0090595,0.0090595,0.0090595
59,7394.42,1.21695,1.62813,1.26102,0.57195,0.4072,0.43455,0.30292,1.19542,1.41051,1.24818,0.009043,0.009043,0.009043
60,7515.94,1.22172,1.62466,1.26031,0.57096,0.40696,0.43434,0.30284,1.19547,1.41321,1.24821,0.0090265,0.0090265,0.0090265
61,7636.42,1.20662,1.62169,1.25365,0.56578,0.40719,0.43379,0.30279,1.19549,1.41625,1.24819,0.00901,0.00901,0.00901
62,7758.63,1.20784,1.6167,1.25777,0.56882,0.40597,0.43434,0.30311,1.19546,1.41893,1.24823,0.0089935,0.0089935,0.0089935
63,7879.3,1.21117,1.61531,1.2579,0.56879,0.40463,0.43407,0.30286,1.19574,1.42179,1.24833,0.008977,0.008977,0.008977
64,8000.7,1.21345,1.62689,1.26061,0.57029,0.40367,0.43364,0.30279,1.19574,1.42473,1.24838,0.0089605,0.0089605,0.0089605
65,8122.5,1.21502,1.60843,1.25982,0.57019,0.40228,0.43328,0.30253,1.19602,1.4277,1.24875,0.008944,0.008944,0.008944
66,8243.49,1.21069,1.60756,1.25767,0.57053,0.4022,0.43283,0.30219,1.19606,1.43024,1.24882,0.0089275,0.0089275,0.0089275
67,8364.98,1.20927,1.60328,1.2523,0.57126,0.40166,0.43239,0.30217,1.19587,1.4327,1.24878,0.008911,0.008911,0.008911
68,8485.91,1.20996,1.60326,1.25613,0.57241,0.40286,0.43214,0.30229,1.19585,1.43536,1.24876,0.0088945,0.0088945,0.0088945
69,8608.01,1.20014,1.60472,1.25315,0.5712,0.40284,0.43199,0.30236,1.19577,1.43832,1.24888,0.008878,0.008878,0.008878
70,8731.58,1.21112,1.61368,1.25542,0.57347,0.40158,0.43159,0.30211,1.19583,1.44088,1.24905,0.0088615,0.0088615,0.0088615
71,8853.96,1.2102,1.60073,1.25736,0.57184,0.40152,0.43149,0.30199,1.19558,1.44276,1.24896,0.008845,0.008845,0.008845
72,8976.11,1.20622,1.60148,1.25376,0.57715,0.40012,0.43172,0.30196,1.19546,1.44477,1.24886,0.0088285,0.0088285,0.0088285
73,9095.96,1.20769,1.59232,1.2494,0.57702,0.39991,0.43144,0.30184,1.19548,1.44671,1.24891,0.008812,0.008812,0.008812
74,9216.22,1.2026,1.58846,1.25171,0.57741,0.40047,0.43143,0.30182,1.19541,1.44824,1.24871,0.0087955,0.0087955,0.0087955
75,9338.49,1.20354,1.58269,1.24962,0.57788,0.39994,0.4316,0.30199,1.19527,1.4497,1.24846,0.008779,0.008779,0.008779
76,9458.96,1.20608,1.59478,1.25144,0.57917,0.39919,0.43154,0.30192,1.19516,1.45146,1.24834,0.0087625,0.0087625,0.0087625
77,9580.97,1.20109,1.57932,1.2474,0.58163,0.3988,0.43168,0.30214,1.19485,1.45278,1.24816,0.008746,0.008746,0.008746
78,9701.64,1.20216,1.59453,1.25294,0.58251,0.39818,0.43154,0.30216,1.19482,1.45452,1.2481,0.0087295,0.0087295,0.0087295
79,9822.72,1.20267,1.58613,1.24932,0.58177,0.39795,0.43159,0.3025,1.19436,1.45578,1.24783,0.008713,0.008713,0.008713
80,9945.19,1.19826,1.57358,1.24577,0.58279,0.39869,0.43192,0.30255,1.19413,1.45651,1.24756,0.0086965,0.0086965,0.0086965
81,10068.5,1.20266,1.57659,1.24788,0.58395,0.39831,0.43204,0.30276,1.19361,1.45645,1.24702,0.00868,0.00868,0.00868
82,10188.2,1.199,1.58759,1.24845,0.58435,0.39885,0.4329,0.30328,1.19322,1.45663,1.24674,0.0086635,0.0086635,0.0086635
83,10310,1.19617,1.58604,1.24405,0.5878,0.3973,0.43283,0.30339,1.19285,1.45715,1.24631,0.008647,0.008647,0.008647
84,10432.5,1.19873,1.57489,1.2451,0.58605,0.39752,0.433,0.30364,1.19255,1.45707,1.24578,0.0086305,0.0086305,0.0086305
85,10555.2,1.19767,1.57722,1.24754,0.58514,0.39763,0.43363,0.30409,1.1917,1.45702,1.24527,0.008614,0.008614,0.008614
86,10676.8,1.19377,1.57251,1.24561,0.58718,0.39647,0.43427,0.30459,1.19108,1.45722,1.24485,0.0085975,0.0085975,0.0085975
87,10797.9,1.19896,1.57918,1.24613,0.5886,0.39712,0.43475,0.30508,1.19054,1.45654,1.2445,0.008581,0.008581,0.008581
88,10918.4,1.19238,1.57004,1.24318,0.59124,0.39668,0.43551,0.30566,1.18979,1.45554,1.24385,0.0085645,0.0085645,0.0085645
89,11039.4,1.19504,1.57131,1.24522,0.5859,0.39839,0.43612,0.30628,1.18892,1.45381,1.24334,0.008548,0.008548,0.008548
90,11161.3,1.19322,1.57555,1.24296,0.58511,0.39983,0.43675,0.30684,1.188,1.45236,1.24246,0.0085315,0.0085315,0.0085315
91,11283.1,1.19526,1.56912,1.24645,0.58865,0.39927,0.43779,0.30759,1.18711,1.45089,1.24174,0.008515,0.008515,0.008515
92,11403.6,1.19931,1.57098,1.24534,0.58434,0.40053,0.43844,0.30817,1.18627,1.44893,1.24104,0.0084985,0.0084985,0.0084985
93,11525.5,1.19611,1.56027,1.24286,0.5882,0.39994,0.43932,0.30857,1.18521,1.44655,1.24025,0.008482,0.008482,0.008482
94,11647.7,1.2013,1.57633,1.24541,0.58643,0.40171,0.44008,0.30929,1.18443,1.44437,1.23969,0.0084655,0.0084655,0.0084655
95,11769.3,1.19463,1.56404,1.24176,0.58746,0.40256,0.44099,0.30995,1.18327,1.4425,1.23859,0.008449,0.008449,0.008449
96,11891.2,1.20026,1.56659,1.24619,0.58813,0.40356,0.44191,0.31046,1.18264,1.44007,1.23798,0.0084325,0.0084325,0.0084325
97,12014.3,1.1986,1.55227,1.24436,0.58852,0.40362,0.44278,0.31113,1.18187,1.43765,1.23731,0.008416,0.008416,0.008416
98,12137.3,1.19095,1.55893,1.23896,0.58856,0.40487,0.4435,0.31184,1.18098,1.43502,1.23645,0.0083995,0.0083995,0.0083995
99,12258.1,1.19567,1.55785,1.24301,0.58881,0.40582,0.44413,0.31256,1.18033,1.43207,1.2359,0.008383,0.008383,0.008383
100,12379.6,1.19441,1.55319,1.24144,0.58879,0.40677,0.4452,0.31334,1.17946,1.42931,1.23522,0.0083665,0.0083665,0.0083665
101,12501.5,1.20127,1.56106,1.24525,0.58618,0.40866,0.44621,0.31397,1.17876,1.42626,1.23451,0.00835,0.00835,0.00835
102,12623.3,1.19219,1.55762,1.24187,0.58532,0.40996,0.44713,0.31467,1.17808,1.42328,1.23372,0.0083335,0.0083335,0.0083335
103,12745.1,1.1808,1.54888,1.23777,0.58656,0.41062,0.44816,0.31526,1.17728,1.42012,1.23288,0.008317,0.008317,0.008317
104,12866.4,1.18618,1.55737,1.23795,0.58972,0.41152,0.44932,0.31605,1.1766,1.4178,1.23231,0.0083005,0.0083005,0.0083005
105,12988.8,1.19158,1.55084,1.24218,0.59122,0.41201,0.4503,0.31691,1.17614,1.41464,1.23175,0.008284,0.008284,0.008284
106,13111.9,1.18817,1.55242,1.23836,0.59078,0.41311,0.45125,0.31751,1.17528,1.41163,1.23085,0.0082675,0.0082675,0.0082675
107,13233.9,1.18886,1.54818,1.23925,0.59404,0.41333,0.45168,0.3179,1.17475,1.40887,1.2302,0.008251,0.008251,0.008251
108,13355.6,1.19245,1.54029,1.2397,0.59433,0.41392,0.45231,0.31855,1.17394,1.40572,1.22945,0.0082345,0.0082345,0.0082345
109,13475,1.18858,1.54837,1.24021,0.5952,0.41441,0.45327,0.31927,1.17316,1.40227,1.22857,0.008218,0.008218,0.008218
110,13597.2,1.18351,1.54788,1.23743,0.5963,0.41431,0.45404,0.32002,1.17234,1.39926,1.22766,0.0082015,0.0082015,0.0082015
111,13720.9,1.18614,1.54388,1.23602,0.59637,0.41577,0.45513,0.3206,1.17147,1.39625,1.22673,0.008185,0.008185,0.008185
112,13842.7,1.18707,1.54827,1.23784,0.59798,0.41686,0.45616,0.32124,1.17073,1.39302,1.22584,0.0081685,0.0081685,0.0081685
113,13963.7,1.18712,1.55793,1.2379,0.59664,0.41865,0.4569,0.3218,1.17028,1.38962,1.22528,0.008152,0.008152,0.008152
114,14087.1,1.18993,1.55231,1.23765,0.59513,0.42042,0.45777,0.32262,1.16952,1.38629,1.22464,0.0081355,0.0081355,0.0081355
115,14209.6,1.19311,1.54315,1.23768,0.59669,0.42152,0.45845,0.32332,1.16868,1.38301,1.22379,0.008119,0.008119,0.008119
116,14332.2,1.17678,1.53148,1.23397,0.60208,0.42171,0.45908,0.32396,1.16805,1.37995,1.22312,0.0081025,0.0081025,0.0081025
117,14453.9,1.18599,1.53533,1.23814,0.60045,0.42374,0.46001,0.32435,1.16725,1.37667,1.22225,0.008086,0.008086,0.008086
118,14575.6,1.18177,1.53878,1.23615,0.60254,0.42283,0.46065,0.32508,1.16678,1.37366,1.22175,0.0080695,0.0080695,0.0080695
119,14697.5,1.18596,1.54636,1.23511,0.6008,0.42403,0.46131,0.32561,1.16623,1.37084,1.22107,0.008053,0.008053,0.008053
120,14820.2,1.18476,1.53437,1.23613,0.60477,0.42352,0.46226,0.32626,1.16541,1.36778,1.22027,0.0080365,0.0080365,0.0080365
121,14943.2,1.17731,1.53816,1.23286,0.6039,0.42453,0.46327,0.3271,1.16486,1.36461,1.21966,0.00802,0.00802,0.00802
122,15064.9,1.1801,1.53728,1.23708,0.60597,0.42411,0.46437,0.32778,1.16414,1.36138,1.21896,0.0080035,0.0080035,0.0080035
123,15188.1,1.18451,1.5339,1.23645,0.60644,0.42457,0.46516,0.32855,1.16364,1.35857,1.21854,0.007987,0.007987,0.007987
124,15310.5,1.18872,1.54779,1.23803,0.60381,0.42618,0.46561,0.32902,1.16317,1.35556,1.21786,0.0079705,0.0079705,0.0079705
125,15432,1.18783,1.52745,1.23766,0.60196,0.42897,0.4665,0.32953,1.16256,1.35235,1.2173,0.007954,0.007954,0.007954
126,15553.7,1.18097,1.53143,1.23403,0.60496,0.42883,0.46746,0.33022,1.16193,1.34963,1.21678,0.0079375,0.0079375,0.0079375
127,15676.7,1.17854,1.53911,1.2323,0.60274,0.4303,0.46862,0.33097,1.16146,1.34703,1.21616,0.007921,0.007921,0.007921
128,15798.6,1.1867,1.54508,1.2356,0.60403,0.43084,0.46928,0.33162,1.16088,1.34397,1.21558,0.0079045,0.0079045,0.0079045
129,15920.3,1.18148,1.53145,1.2342,0.60626,0.43103,0.46978,0.33224,1.16023,1.34134,1.2149,0.007888,0.007888,0.007888
130,16041.9,1.18232,1.52662,1.23126,0.60329,0.43257,0.47054,0.3331,1.15954,1.33876,1.21417,0.0078715,0.0078715,0.0078715
131,16163.9,1.17675,1.53403,1.23193,0.60509,0.43351,0.47119,0.33357,1.15882,1.33583,1.21344,0.007855,0.007855,0.007855
132,16283.4,1.18211,1.5325,1.23358,0.60562,0.43358,0.47184,0.33385,1.15819,1.33325,1.21275,0.0078385,0.0078385,0.0078385
133,16405.1,1.17521,1.52675,1.23037,0.60512,0.43444,0.47243,0.33437,1.15736,1.33048,1.21198,0.007822,0.007822,0.007822
134,16525.4,1.189,1.53215,1.23541,0.60331,0.43601,0.47286,0.3349,1.15685,1.32799,1.21155,0.0078055,0.0078055,0.0078055
135,16646,1.18175,1.527,1.23171,0.60344,0.43696,0.47354,0.33541,1.15588,1.32579,1.21061,0.007789,0.007789,0.007789
136,16767.5,1.18022,1.51587,1.23345,0.60572,0.43639,0.47406,0.33585,1.15541,1.32311,1.21015,0.0077725,0.0077725,0.0077725
137,16889.3,1.18706,1.53397,1.237,0.60399,0.43742,0.47503,0.33644,1.15477,1.32065,1.20957,0.007756,0.007756,0.007756
138,17009.8,1.18075,1.52121,1.23116,0.60649,0.43769,0.47617,0.33723,1.15417,1.31811,1.20909,0.0077395,0.0077395,0.0077395
139,17132.9,1.17823,1.52327,1.23298,0.60503,0.43881,0.47683,0.33761,1.1535,1.31597,1.20867,0.007723,0.007723,0.007723
140,17255.6,1.18107,1.51469,1.2324,0.60282,0.44047,0.47773,0.33819,1.15288,1.31335,1.20797,0.0077065,0.0077065,0.0077065
141,17375.8,1.17881,1.51979,1.22973,0.60368,0.4403,0.47834,0.33892,1.15228,1.31041,1.20735,0.00769,0.00769,0.00769
142,17498,1.17287,1.51357,1.23162,0.60509,0.44013,0.47897,0.33922,1.15161,1.3078,1.20677,0.0076735,0.0076735,0.0076735
143,17619.1,1.17693,1.51502,1.2296,0.60564,0.4409,0.47947,0.33964,1.15111,1.3054,1.20619,0.007657,0.007657,0.007657
144,17741.9,1.17463,1.50986,1.22759,0.60567,0.44082,0.47989,0.34019,1.15063,1.30351,1.2056,0.0076405,0.0076405,0.0076405
145,17863.3,1.17663,1.5146,1.23201,0.60162,0.44281,0.48062,0.3406,1.15035,1.30142,1.20525,0.007624,0.007624,0.007624
146,17984.7,1.17106,1.51126,1.2279,0.59985,0.44432,0.48103,0.34088,1.14986,1.29927,1.20482,0.0076075,0.0076075,0.0076075
147,18107.3,1.17615,1.52005,1.23093,0.60155,0.44521,0.48172,0.34121,1.1492,1.29661,1.20435,0.007591,0.007591,0.007591
148,18228.5,1.18754,1.5093,1.23406,0.60204,0.44431,0.48226,0.34147,1.14891,1.29471,1.20409,0.0075745,0.0075745,0.0075745
149,18351.9,1.17355,1.51854,1.22843,0.60299,0.44399,0.48279,0.34209,1.1486,1.29307,1.20369,0.007558,0.007558,0.007558
150,18473.9,1.18019,1.51467,1.23035,0.60247,0.44506,0.48342,0.34245,1.14834,1.29093,1.20341,0.0075415,0.0075415,0.0075415
151,18594.6,1.17079,1.49948,1.2253,0.60269,0.44578,0.48413,0.34286,1.14817,1.28927,1.20314,0.007525,0.007525,0.007525
152,18718,1.17355,1.50297,1.22486,0.60371,0.44589,0.48458,0.34317,1.14789,1.28741,1.20274,0.0075085,0.0075085,0.0075085
153,18840.5,1.18212,1.51562,1.23121,0.603,0.44666,0.48503,0.3436,1.14758,1.28579,1.20238,0.007492,0.007492,0.007492
154,18961.5,1.17125,1.50897,1.22914,0.60265,0.44701,0.48557,0.34408,1.14724,1.28395,1.20198,0.0074755,0.0074755,0.0074755
155,19083.9,1.1763,1.51191,1.22817,0.60523,0.44639,0.48606,0.34459,1.14693,1.28192,1.20157,0.007459,0.007459,0.007459
156,19205.5,1.1786,1.51402,1.22853,0.60364,0.44777,0.4865,0.34517,1.14655,1.28019,1.20129,0.0074425,0.0074425,0.0074425
157,19327.6,1.17149,1.50387,1.22585,0.60509,0.44782,0.48713,0.34533,1.14589,1.27861,1.20077,0.007426,0.007426,0.007426
158,19449.2,1.16756,1.49053,1.21934,0.6076,0.44794,0.48774,0.34575,1.14533,1.27679,1.20023,0.0074095,0.0074095,0.0074095
159,19571.4,1.17029,1.49716,1.22635,0.60719,0.44803,0.48806,0.34605,1.14493,1.27507,1.19989,0.007393,0.007393,0.007393
160,19694.5,1.17212,1.49642,1.2248,0.61059,0.44759,0.48864,0.34659,1.14453,1.2736,1.19938,0.0073765,0.0073765,0.0073765
161,19816.6,1.17288,1.51074,1.22579,0.61156,0.44786,0.48896,0.3468,1.14411,1.27245,1.19901,0.00736,0.00736,0.00736
162,19938.3,1.16983,1.49706,1.22438,0.60928,0.44906,0.4892,0.34721,1.14402,1.2713,1.19886,0.0073435,0.0073435,0.0073435
163,20060.7,1.17158,1.51516,1.22668,0.61422,0.44748,0.48968,0.34755,1.14375,1.26959,1.19861,0.007327,0.007327,0.007327
164,20182.9,1.16892,1.50401,1.22605,0.61044,0.45012,0.49004,0.34775,1.14313,1.26818,1.19816,0.0073105,0.0073105,0.0073105
165,20306.6,1.16679,1.49467,1.22165,0.60324,0.45287,0.49053,0.34827,1.14278,1.26663,1.19769,0.007294,0.007294,0.007294
166,20427.2,1.17083,1.49917,1.22336,0.60199,0.45411,0.49096,0.34861,1.14245,1.26533,1.19731,0.0072775,0.0072775,0.0072775
167,20547.9,1.17663,1.49465,1.22495,0.60431,0.453,0.49093,0.34862,1.14203,1.26417,1.19709,0.007261,0.007261,0.007261
168,20669.2,1.16766,1.50041,1.22368,0.6022,0.45491,0.49148,0.34876,1.14165,1.26279,1.19677,0.0072445,0.0072445,0.0072445
169,20792.4,1.16441,1.50072,1.22221,0.60336,0.45544,0.49169,0.34909,1.14116,1.26167,1.19635,0.007228,0.007228,0.007228
170,20913.8,1.1668,1.50087,1.22457,0.60368,0.45553,0.49225,0.34936,1.1412,1.26056,1.19629,0.0072115,0.0072115,0.0072115
171,21035.1,1.16852,1.49419,1.22237,0.60471,0.4561,0.49259,0.34986,1.14093,1.2593,1.1961,0.007195,0.007195,0.007195
172,21157.6,1.17073,1.49018,1.22381,0.60477,0.45649,0.49312,0.35004,1.14061,1.25822,1.19591,0.0071785,0.0071785,0.0071785
173,21280.4,1.17131,1.49567,1.22341,0.60714,0.45578,0.49366,0.35036,1.14063,1.25761,1.19597,0.007162,0.007162,0.007162
174,21402.1,1.16395,1.48794,1.22146,0.604,0.45786,0.49408,0.35071,1.14024,1.25646,1.19559,0.0071455,0.0071455,0.0071455
175,21525.8,1.16383,1.49168,1.22166,0.6036,0.45861,0.4944,0.35106,1.14003,1.25551,1.19536,0.007129,0.007129,0.007129
176,21648.8,1.17552,1.49129,1.22453,0.60517,0.45817,0.49501,0.35146,1.13959,1.2542,1.19512,0.0071125,0.0071125,0.0071125
177,21771.4,1.17042,1.49677,1.22545,0.60722,0.45752,0.49491,0.35176,1.13937,1.25331,1.19484,0.007096,0.007096,0.007096
178,21893.2,1.16542,1.49618,1.22475,0.607,0.4584,0.49541,0.35236,1.13922,1.25239,1.19452,0.0070795,0.0070795,0.0070795
179,22014.4,1.17028,1.49335,1.2249,0.60812,0.45851,0.49598,0.35274,1.13883,1.25112,1.19425,0.007063,0.007063,0.007063
180,22136.6,1.16038,1.48225,1.22248,0.60888,0.45881,0.49646,0.35293,1.13851,1.25018,1.19392,0.0070465,0.0070465,0.0070465
181,22260.4,1.1704,1.49107,1.22346,0.61045,0.45813,0.49668,0.35299,1.13827,1.24916,1.19383,0.00703,0.00703,0.00703
182,22384.2,1.16535,1.4826,1.22034,0.60662,0.46056,0.49687,0.35326,1.13783,1.24783,1.19348,0.0070135,0.0070135,0.0070135
183,22507.6,1.16819,1.48799,1.21977,0.60904,0.45991,0.49713,0.35325,1.13759,1.24668,1.19314,0.006997,0.006997,0.006997
184,22629.7,1.16597,1.49235,1.22334,0.60826,0.46064,0.49775,0.35353,1.13737,1.24531,1.1929,0.0069805,0.0069805,0.0069805
185,22751.8,1.16614,1.48531,1.22204,0.61004,0.45989,0.49814,0.35368,1.13721,1.24474,1.19272,0.006964,0.006964,0.006964
186,22874.2,1.16232,1.48583,1.22098,0.60792,0.46093,0.49823,0.35397,1.13672,1.24364,1.19239,0.0069475,0.0069475,0.0069475
187,22995.2,1.16154,1.48541,1.22009,0.60623,0.46092,0.49822,0.35425,1.13641,1.24238,1.19207,0.006931,0.006931,0.006931
