epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,7802.86,1.15701,1.45827,1.24049,0.62229,0.50811,0.54748,0.39588,1.03034,1.12437,1.20931,0.0095215,0.0095215,0.0095215
31,8062.13,1.14553,1.4486,1.23463,0.63551,0.50385,0.54976,0.3978,1.02851,1.11812,1.20753,0.009505,0.009505,0.009505
32,8319.63,1.13736,1.44685,1.23141,0.63378,0.50792,0.55222,0.39997,1.02655,1.11319,1.20528,0.0094885,0.0094885,0.0094885
33,8578.31,1.13822,1.43594,1.22867,0.64331,0.5036,0.55411,0.40123,1.02478,1.10989,1.20301,0.009472,0.009472,0.009472
34,8837.53,1.13694,1.43267,1.2258,0.64255,0.50468,0.5551,0.40271,1.02161,1.10611,1.20051,0.0094555,0.0094555,0.0094555
35,9096.13,1.14286,1.42713,1.22761,0.64478,0.50495,0.55692,0.40454,1.01978,1.10241,1.19856,0.009439,0.009439,0.009439
36,9354.65,1.13375,1.41563,1.21887,0.63457,0.51118,0.55788,0.40543,1.01838,1.09875,1.19693,0.0094225,0.0094225,0.0094225
37,9612.91,1.13692,1.42218,1.2254,0.63303,0.51419,0.55899,0.40624,1.01725,1.0967,1.1955,0.009406,0.009406,0.009406
38,9870.73,1.12785,1.40739,1.21831,0.63299,0.51556,0.55992,0.4069,1.01612,1.09422,1.19419,0.0093895,0.0093895,0.0093895
39,10128.9,1.12435,1.40651,1.21517,0.6317,0.51784,0.56075,0.40775,1.01571,1.0918,1.19351,0.009373,0.009373,0.009373
40,10387.5,1.13051,1.39791,1.21581,0.63143,0.52027,0.56193,0.40881,1.0147,1.08977,1.19253,0.0093565,0.0093565,0.0093565
41,10646.3,1.12702,1.39813,1.21324,0.63338,0.51912,0.56255,0.40918,1.0139,1.0882,1.19158,0.00934,0.00934,0.00934
42,10903.8,1.12809,1.40031,1.21336,0.63383,0.51776,0.56313,0.40988,1.01349,1.087,1.19099,0.0093235,0.0093235,0.0093235
43,11162.1,1.12206,1.39154,1.20845,0.63912,0.51641,0.56357,0.41038,1.01259,1.08567,1.19008,0.009307,0.009307,0.009307
44,11420.5,1.1198,1.38535,1.20798,0.64401,0.5146,0.56433,0.41089,1.01182,1.08468,1.18932,0.0092905,0.0092905,0.0092905
45,11679.3,1.12135,1.39247,1.21009,0.64495,0.51561,0.56521,0.41127,1.01161,1.08393,1.18894,0.009274,0.009274,0.009274
46,11937.4,1.12593,1.39032,1.21089,0.64448,0.51535,0.56538,0.41154,1.01133,1.08275,1.18836,0.0092575,0.0092575,0.0092575
47,12196,1.12409,1.37634,1.20577,0.64526,0.51627,0.5657,0.41205,1.01119,1.08215,1.18808,0.009241,0.009241,0.009241
48,12454.2,1.12216,1.37156,1.2049,0.65279,0.51577,0.56626,0.41236,1.01088,1.08182,1.18745,0.0092245,0.0092245,0.0092245
49,268.177,1.1117,1.37141,1.20643,0.65188,0.51616,0.56676,0.41299,1.01015,1.07991,1.18697,0.009208,0.009208,0.009208
50,525.819,1.12521,1.39964,1.21514,0.65313,0.51566,0.56722,0.41342,1.00967,1.07844,1.18646,0.0091915,0.0091915,0.0091915
51,784.193,1.12172,1.39792,1.21142,0.65369,0.51623,0.56737,0.4137,1.00934,1.07772,1.18605,0.009175,0.009175,0.009175
52,1043.41,1.12493,1.39825,1.21107,0.65421,0.51623,0.56771,0.41399,1.00922,1.07725,1.18575,0.0091585,0.0091585,0.0091585
53,1301.89,1.12067,1.38548,1.21237,0.65599,0.51552,0.56785,0.41427,1.00871,1.07636,1.18532,0.009142,0.009142,0.009142
54,1559.88,1.12982,1.37806,1.20908,0.65481,0.51613,0.56829,0.41447,1.00851,1.0756,1.18498,0.0091255,0.0091255,0.0091255
55,1818.02,1.12423,1.38742,1.20871,0.6548,0.5168,0.56906,0.41498,1.00843,1.07481,1.18474,0.009109,0.009109,0.009109
56,2076.85,1.11766,1.37874,1.20921,0.65411,0.51844,0.56924,0.41513,1.00831,1.07427,1.18439,0.0090925,0.0090925,0.0090925
57,2335.07,1.11058,1.36767,1.2009,0.6553,0.51844,0.56956,0.41529,1.00823,1.07382,1.18407,0.009076,0.009076,0.009076
58,2593.78,1.11393,1.37487,1.20509,0.65587,0.51865,0.56995,0.41571,1.00785,1.07298,1.18368,0.0090595,0.0090595,0.0090595
59,2851.68,1.11031,1.37275,1.2011,0.6562,0.5185,0.5699,0.41575,1.00769,1.07296,1.18321,0.009043,0.009043,0.009043
60,3109.46,1.11734,1.35971,1.19848,0.65577,0.51904,0.57031,0.41591,1.00725,1.07268,1.18284,0.0090265,0.0090265,0.0090265
61,3368.03,1.11451,1.36893,1.20079,0.65556,0.52011,0.57057,0.4162,1.00704,1.07247,1.18254,0.00901,0.00901,0.00901
62,3626.29,1.1087,1.35567,1.19646,0.65213,0.52044,0.57059,0.41631,1.00697,1.07255,1.18232,0.0089935,0.0089935,0.0089935
63,3884.51,1.10705,1.35364,1.19556,0.65177,0.52046,0.57096,0.41664,1.00688,1.07255,1.18214,0.008977,0.008977,0.008977
64,4142.17,1.10396,1.35028,1.19393,0.65184,0.52078,0.5714,0.41696,1.00718,1.07262,1.18235,0.0089605,0.0089605,0.0089605
65,4399.99,1.10696,1.35446,1.19641,0.65483,0.52026,0.57151,0.41714,1.00701,1.07287,1.18191,0.008944,0.008944,0.008944
66,4657.58,1.10443,1.34158,1.19192,0.65203,0.52251,0.57158,0.4172,1.00688,1.0728,1.18156,0.0089275,0.0089275,0.0089275
67,4915.42,1.10213,1.3474,1.18971,0.65234,0.52264,0.57179,0.41738,1.00682,1.07308,1.18136,0.008911,0.008911,0.008911
68,5173.24,1.10485,1.35536,1.19312,0.65138,0.5232,0.57197,0.41734,1.00677,1.07357,1.18099,0.0088945,0.0088945,0.0088945
69,5431.33,1.10112,1.3426,1.19166,0.65236,0.52338,0.57206,0.4175,1.00661,1.07422,1.18075,0.008878,0.008878,0.008878
70,5689.16,1.10148,1.33704,1.18812,0.65348,0.5223,0.57222,0.41764,1.00661,1.07495,1.18051,0.0088615,0.0088615,0.0088615
71,5947.03,1.10113,1.33588,1.18827,0.65601,0.51945,0.57226,0.41759,1.00659,1.0757,1.18033,0.008845,0.008845,0.008845
72,6203.88,1.09922,1.33364,1.18844,0.65465,0.52127,0.57229,0.41772,1.00638,1.07632,1.18011,0.0088285,0.0088285,0.0088285
73,6461.89,1.10629,1.33796,1.18885,0.65402,0.52157,0.5721,0.41766,1.00623,1.07746,1.17994,0.008812,0.008812,0.008812
74,6719.26,1.09453,1.32526,1.1862,0.65463,0.52168,0.57209,0.41772,1.00611,1.0783,1.1798,0.0087955,0.0087955,0.0087955
75,6977.38,1.10291,1.33086,1.18607,0.65358,0.52338,0.57223,0.41792,1.0061,1.07916,1.17965,0.008779,0.008779,0.008779
76,7235.51,1.09846,1.33015,1.18824,0.65057,0.5242,0.57211,0.41794,1.00594,1.08027,1.17943,0.0087625,0.0087625,0.0087625
77,7492.74,1.09138,1.31549,1.1808,0.65184,0.52371,0.57189,0.41823,1.00568,1.08134,1.17913,0.008746,0.008746,0.008746
78,7750.1,1.0951,1.31539,1.18482,0.65358,0.5228,0.57189,0.41839,1.00582,1.08231,1.17904,0.0087295,0.0087295,0.0087295
79,8008.18,1.09424,1.31789,1.182,0.65126,0.52347,0.57205,0.41851,1.00591,1.0831,1.17888,0.008713,0.008713,0.008713
80,8264.9,1.09516,1.32897,1.18494,0.65246,0.52325,0.57209,0.41894,1.00591,1.08373,1.17882,0.0086965,0.0086965,0.0086965
81,8522.72,1.09209,1.31137,1.18204,0.65305,0.52294,0.57208,0.41914,1.00589,1.08433,1.17866,0.00868,0.00868,0.00868
82,8779.54,1.09326,1.32525,1.18114,0.65171,0.52329,0.57233,0.41934,1.00588,1.08509,1.17851,0.0086635,0.0086635,0.0086635
83,9036.89,1.0963,1.31838,1.18026,0.65671,0.5208,0.57241,0.41954,1.00553,1.08593,1.17819,0.008647,0.008647,0.008647
84,9294.37,1.08336,1.30036,1.17471,0.65636,0.52246,0.57311,0.42001,1.0053,1.08677,1.17783,0.0086305,0.0086305,0.0086305
85,9551.5,1.08889,1.31155,1.17944,0.65777,0.52192,0.57347,0.42036,1.00495,1.08722,1.17745,0.008614,0.008614,0.008614
86,9810,1.08609,1.30921,1.17927,0.65788,0.52224,0.57353,0.4207,1.00471,1.08772,1.17731,0.0085975,0.0085975,0.0085975
87,10067.1,1.08835,1.30317,1.17458,0.66093,0.52068,0.57393,0.42071,1.0044,1.08829,1.17709,0.008581,0.008581,0.008581
88,10325.1,1.09005,1.31326,1.17807,0.66147,0.52045,0.5739,0.42085,1.00412,1.08876,1.17692,0.0085645,0.0085645,0.0085645
89,10582.6,1.08356,1.30289,1.17504,0.65887,0.52165,0.57401,0.42122,1.00378,1.08936,1.17648,0.008548,0.008548,0.008548
90,10840.1,1.08647,1.30578,1.17581,0.66352,0.52121,0.57415,0.42146,1.00358,1.08926,1.17613,0.0085315,0.0085315,0.0085315
91,11097.4,1.08504,1.30617,1.17717,0.66526,0.52179,0.5744,0.42204,1.00326,1.08936,1.17566,0.008515,0.008515,0.008515
92,11354.9,1.09022,1.30435,1.17735,0.66594,0.52237,0.57492,0.42226,1.00308,1.0896,1.17535,0.0084985,0.0084985,0.0084985
93,11611.5,1.08295,1.29655,1.17642,0.66495,0.52322,0.57524,0.42251,1.00293,1.08971,1.17508,0.008482,0.008482,0.008482
94,11868.9,1.09021,1.31513,1.17984,0.66754,0.52269,0.57575,0.42312,1.00289,1.08986,1.17479,0.0084655,0.0084655,0.0084655
95,12127.1,1.08238,1.29813,1.17284,0.66829,0.52327,0.57634,0.42324,1.00267,1.08987,1.17437,0.008449,0.008449,0.008449
96,12384.9,1.08474,1.29475,1.17402,0.67108,0.52255,0.57674,0.42364,1.00283,1.08932,1.17411,0.0084325,0.0084325,0.0084325
97,12642.4,1.08324,1.28618,1.17227,0.67091,0.52309,0.57717,0.42412,1.00224,1.08857,1.17352,0.008416,0.008416,0.008416
98,12899.9,1.07994,1.29487,1.17226,0.67061,0.5235,0.57772,0.4247,1.00165,1.08801,1.17294,0.0083995,0.0083995,0.0083995
99,13157.2,1.08245,1.293,1.17564,0.67254,0.52424,0.57837,0.425,1.00137,1.08718,1.17245,0.008383,0.008383,0.008383
100,13414,1.0797,1.28205,1.17013,0.67214,0.52617,0.57914,0.42538,1.00084,1.08603,1.17184,0.0083665,0.0083665,0.0083665
101,13671.4,1.08075,1.28401,1.17177,0.67328,0.52624,0.57967,0.42613,1.00032,1.08521,1.17124,0.00835,0.00835,0.00835
102,13928.8,1.08153,1.2923,1.17138,0.67369,0.52685,0.57989,0.42642,0.99975,1.08437,1.1705,0.0083335,0.0083335,0.0083335
103,14185.9,1.07238,1.28303,1.16851,0.67327,0.52729,0.58012,0.42672,0.99904,1.08354,1.16971,0.008317,0.008317,0.008317
104,14443.4,1.07408,1.29844,1.17305,0.67435,0.52671,0.5805,0.42708,0.99842,1.08245,1.16889,0.0083005,0.0083005,0.0083005
105,14701.2,1.07576,1.28171,1.17031,0.67401,0.52701,0.58083,0.42781,0.99784,1.0812,1.16836,0.008284,0.008284,0.008284
106,14958.9,1.07557,1.27653,1.16576,0.67585,0.52699,0.58147,0.42819,0.99731,1.08027,1.16775,0.0082675,0.0082675,0.0082675
107,15216.1,1.08205,1.28915,1.17299,0.67638,0.52799,0.58223,0.42877,0.9969,1.07924,1.16732,0.008251,0.008251,0.008251
108,15474.2,1.08217,1.2864,1.171,0.67574,0.52867,0.58292,0.4293,0.99631,1.07787,1.16664,0.0082345,0.0082345,0.0082345
109,15731.6,1.07964,1.28354,1.16955,0.67618,0.52936,0.58351,0.4297,0.9957,1.07664,1.16594,0.008218,0.008218,0.008218
110,15989.5,1.06929,1.27399,1.16392,0.6774,0.52956,0.58461,0.43053,0.99527,1.07515,1.16542,0.0082015,0.0082015,0.0082015
111,16246.9,1.0755,1.27514,1.16734,0.67891,0.52965,0.58543,0.43086,0.99486,1.0736,1.16483,0.008185,0.008185,0.008185
112,16504.1,1.08075,1.28317,1.17102,0.67961,0.52991,0.58589,0.43142,0.99436,1.07196,1.16407,0.0081685,0.0081685,0.0081685
113,16761.8,1.07459,1.27604,1.16862,0.68093,0.53032,0.58627,0.43198,0.99358,1.07015,1.1633,0.008152,0.008152,0.008152
114,17018.8,1.07179,1.27669,1.16752,0.6798,0.53234,0.587,0.43272,0.99287,1.06903,1.16244,0.0081355,0.0081355,0.0081355
115,17276.2,1.07777,1.27791,1.16539,0.67953,0.53322,0.5876,0.43339,0.99229,1.06715,1.16171,0.008119,0.008119,0.008119
116,17534,1.06893,1.25952,1.16391,0.68086,0.53351,0.58812,0.43387,0.99164,1.06559,1.16101,0.0081025,0.0081025,0.0081025
117,17791.1,1.07366,1.2702,1.16434,0.67956,0.53538,0.58861,0.43435,0.99073,1.06397,1.16017,0.008086,0.008086,0.008086
118,18048.8,1.06814,1.26573,1.16332,0.67896,0.53597,0.589,0.4346,0.99008,1.06252,1.15937,0.0080695,0.0080695,0.0080695
119,18306.9,1.07579,1.2711,1.16407,0.67806,0.53654,0.58945,0.43507,0.98953,1.06103,1.15876,0.008053,0.008053,0.008053
120,18563.7,1.07191,1.26903,1.16573,0.67753,0.53763,0.59016,0.43557,0.98881,1.05933,1.15796,0.0080365,0.0080365,0.0080365
121,18821.3,1.06211,1.26206,1.16057,0.67855,0.53812,0.59081,0.43637,0.98824,1.05725,1.15726,0.00802,0.00802,0.00802
122,19078.4,1.0698,1.26257,1.16459,0.68208,0.53662,0.59143,0.43659,0.98744,1.05542,1.15645,0.0080035,0.0080035,0.0080035
123,19336,1.071,1.26488,1.16327,0.6854,0.53568,0.59198,0.43737,0.98671,1.05338,1.15566,0.007987,0.007987,0.007987
124,19594.1,1.07122,1.26911,1.16253,0.68517,0.5364,0.59251,0.43804,0.9861,1.05146,1.15503,0.0079705,0.0079705,0.0079705
125,19851.4,1.06833,1.26577,1.16375,0.68571,0.53686,0.59323,0.43868,0.9854,1.04942,1.15426,0.007954,0.007954,0.007954
126,20108.5,1.06525,1.25966,1.15873,0.6882,0.5358,0.59407,0.43923,0.98494,1.04782,1.1537,0.0079375,0.0079375,0.0079375
127,20365.8,1.06266,1.25765,1.16098,0.687,0.53739,0.5946,0.43992,0.98418,1.04614,1.15299,0.007921,0.007921,0.007921
128,20623.2,1.06448,1.25298,1.15915,0.68762,0.5388,0.59534,0.4407,0.9835,1.04435,1.15231,0.0079045,0.0079045,0.0079045
129,20880.9,1.06881,1.26641,1.16029,0.68382,0.53899,0.59578,0.44099,0.98285,1.04235,1.15155,0.007888,0.007888,0.007888
130,21138.2,1.06843,1.26823,1.16051,0.68475,0.53858,0.5966,0.44159,0.98245,1.04042,1.15099,0.0078715,0.0078715,0.0078715
131,21396,1.06898,1.27146,1.16384,0.68404,0.53934,0.59694,0.44199,0.98184,1.03855,1.15038,0.007855,0.007855,0.007855
132,21653.8,1.0691,1.25067,1.15937,0.68427,0.53954,0.59741,0.4423,0.98141,1.03697,1.14974,0.0078385,0.0078385,0.0078385
133,21911.3,1.06012,1.24439,1.15612,0.68675,0.53902,0.59771,0.44308,0.98082,1.03524,1.14907,0.007822,0.007822,0.007822
134,22168.5,1.06733,1.24955,1.15828,0.68814,0.53929,0.59819,0.44367,0.98031,1.03351,1.14859,0.0078055,0.0078055,0.0078055
135,22426.1,1.06315,1.25262,1.15886,0.69092,0.53892,0.59902,0.444,0.97979,1.03167,1.14805,0.007789,0.007789,0.007789
136,22683.5,1.06448,1.24688,1.15936,0.68818,0.53963,0.5994,0.44465,0.97929,1.03001,1.14753,0.0077725,0.0077725,0.0077725
137,22940.9,1.06684,1.26155,1.16182,0.69091,0.53905,0.60009,0.44502,0.97854,1.02843,1.1466,0.007756,0.007756,0.007756
138,23198.9,1.05964,1.24761,1.15422,0.69101,0.54005,0.60029,0.44547,0.97799,1.02651,1.14595,0.0077395,0.0077395,0.0077395
139,23456.8,1.06071,1.24256,1.15576,0.6907,0.54019,0.60074,0.44578,0.97757,1.02502,1.14529,0.007723,0.007723,0.007723
140,23714.2,1.05785,1.24455,1.15805,0.68762,0.54228,0.60133,0.44624,0.97757,1.02376,1.14496,0.0077065,0.0077065,0.0077065
141,23971.8,1.06184,1.24634,1.15628,0.69051,0.5414,0.60171,0.4466,0.97708,1.02218,1.14447,0.00769,0.00769,0.00769
142,24228.7,1.06263,1.25198,1.16227,0.68977,0.54237,0.60206,0.44685,0.97657,1.02051,1.14394,0.0076735,0.0076735,0.0076735
143,24486.2,1.06398,1.24757,1.1602,0.6897,0.54277,0.60272,0.44732,0.97613,1.0189,1.14348,0.007657,0.007657,0.007657
144,24743.9,1.05954,1.24789,1.15925,0.6874,0.54486,0.60285,0.44747,0.97568,1.0174,1.14306,0.0076405,0.0076405,0.0076405
145,25000.8,1.05472,1.23943,1.15417,0.68798,0.54506,0.60345,0.44781,0.9753,1.01568,1.14265,0.007624,0.007624,0.007624
146,25258.5,1.0588,1.24479,1.15757,0.68791,0.54583,0.60371,0.4482,0.97506,1.01445,1.1424,0.0076075,0.0076075,0.0076075
147,25516.4,1.06192,1.24423,1.1592,0.68686,0.54648,0.60408,0.44841,0.97484,1.01336,1.142,0.007591,0.007591,0.007591
148,25774.1,1.06904,1.24827,1.16147,0.68829,0.54641,0.60458,0.44881,0.97461,1.01197,1.1417,0.0075745,0.0075745,0.0075745
149,26031.9,1.05378,1.23998,1.15481,0.68913,0.54668,0.60507,0.44918,0.97431,1.01059,1.14116,0.007558,0.007558,0.007558
150,26289.8,1.06122,1.24859,1.15825,0.6904,0.54635,0.60554,0.44976,0.97398,1.00881,1.14081,0.0075415,0.0075415,0.0075415
151,26547.7,1.05552,1.23769,1.15305,0.69795,0.54519,0.60641,0.45042,0.97374,1.00756,1.14041,0.007525,0.007525,0.007525
152,26804.6,1.05979,1.23806,1.15501,0.69833,0.54625,0.6068,0.45078,0.97338,1.00631,1.14004,0.0075085,0.0075085,0.0075085
153,27061.8,1.0634,1.24396,1.15622,0.69589,0.54623,0.60748,0.45119,0.97281,1.00508,1.13948,0.007492,0.007492,0.007492
154,27319.7,1.06347,1.25581,1.15851,0.69602,0.54585,0.60775,0.45152,0.97246,1.00389,1.13913,0.0074755,0.0074755,0.0074755
155,27577.3,1.05566,1.24407,1.15383,0.69377,0.54793,0.60795,0.4516,0.97214,1.00235,1.13858,0.007459,0.007459,0.007459
156,27834.6,1.05596,1.24086,1.15565,0.69419,0.54778,0.60824,0.45202,0.972,1.00098,1.13841,0.0074425,0.0074425,0.0074425
157,28092,1.04947,1.22883,1.15073,0.69745,0.54737,0.60892,0.45254,0.97156,1.00007,1.13808,0.007426,0.007426,0.007426
158,28349,1.04834,1.2236,1.14955,0.69276,0.54955,0.6092,0.45286,0.97099,0.99893,1.13751,0.0074095,0.0074095,0.0074095
159,28606.2,1.05686,1.23071,1.15678,0.69139,0.55029,0.60962,0.45303,0.971,0.9977,1.1374,0.007393,0.007393,0.007393
160,28863.3,1.05336,1.22014,1.15076,0.68884,0.55137,0.61001,0.4535,0.97066,0.99646,1.13705,0.0073765,0.0073765,0.0073765
161,29120.6,1.05624,1.24144,1.15542,0.69349,0.54994,0.61082,0.45407,0.97053,0.99506,1.13685,0.00736,0.00736,0.00736
162,29378.7,1.05181,1.22072,1.15033,0.69502,0.55011,0.61161,0.45459,0.97018,0.99361,1.13639,0.0073435,0.0073435,0.0073435
163,29636.1,1.05286,1.22964,1.15247,0.6963,0.55049,0.61215,0.45506,0.96978,0.99248,1.13594,0.007327,0.007327,0.007327
164,29893,1.04719,1.22121,1.14543,0.69373,0.55221,0.6125,0.45558,0.96959,0.99157,1.13566,0.0073105,0.0073105,0.0073105
165,30150.5,1.05529,1.23594,1.15291,0.69536,0.5513,0.61311,0.45586,0.96925,0.99068,1.13517,0.007294,0.007294,0.007294
166,30408.2,1.05273,1.22627,1.15012,0.69658,0.55079,0.61344,0.4561,0.96855,0.98954,1.1346,0.0072775,0.0072775,0.0072775
167,30666.1,1.04913,1.22697,1.15128,0.69606,0.55159,0.61377,0.45626,0.96807,0.98844,1.13413,0.007261,0.007261,0.007261
168,30923.8,1.04869,1.22603,1.14944,0.69506,0.5525,0.61408,0.45652,0.96763,0.98761,1.1337,0.0072445,0.0072445,0.0072445
169,31181.6,1.04515,1.23321,1.15026,0.69832,0.55158,0.61451,0.45681,0.96707,0.98624,1.13308,0.007228,0.007228,0.007228
170,31439.4,1.04959,1.2305,1.15128,0.69874,0.55207,0.61488,0.45732,0.96676,0.98488,1.13275,0.0072115,0.0072115,0.0072115
171,31697.2,1.04918,1.22759,1.15079,0.69882,0.55277,0.6146,0.45751,0.96618,0.98411,1.13235,0.007195,0.007195,0.007195
172,31954.8,1.04519,1.20936,1.14632,0.70009,0.5526,0.61507,0.45763,0.96614,0.98326,1.13225,0.0071785,0.0071785,0.0071785
173,32211.7,1.04828,1.22278,1.14731,0.70325,0.55126,0.61618,0.45816,0.96569,0.98228,1.13182,0.007162,0.007162,0.007162
174,32470,1.04159,1.21224,1.14828,0.70131,0.55263,0.61667,0.45844,0.96529,0.98152,1.1316,0.0071455,0.0071455,0.0071455
175,32727.8,1.0486,1.226,1.1495,0.69872,0.55408,0.617,0.45877,0.96492,0.98044,1.13133,0.007129,0.007129,0.007129
176,32985.3,1.04868,1.21071,1.14502,0.69773,0.55441,0.61706,0.45902,0.96434,0.9794,1.13083,0.0071125,0.0071125,0.0071125
177,33242.1,1.05248,1.22942,1.15117,0.69865,0.55493,0.61749,0.45929,0.96406,0.97851,1.13067,0.007096,0.007096,0.007096
178,33499.2,1.05106,1.22124,1.14938,0.69624,0.55717,0.61799,0.45989,0.96375,0.97745,1.13037,0.0070795,0.0070795,0.0070795
179,33756.2,1.04597,1.22183,1.14899,0.69772,0.55719,0.61827,0.46006,0.96353,0.97645,1.13006,0.007063,0.007063,0.007063
180,34014.5,1.04141,1.20713,1.1483,0.69987,0.55621,0.61877,0.46036,0.96333,0.97606,1.12966,0.0070465,0.0070465,0.0070465
181,34272.4,1.04681,1.22035,1.1478,0.69828,0.55721,0.61917,0.46066,0.96301,0.97516,1.12936,0.00703,0.00703,0.00703
182,34530.8,1.04395,1.20374,1.14604,0.69904,0.55686,0.61937,0.4609,0.96255,0.97445,1.12889,0.0070135,0.0070135,0.0070135
183,34789.2,1.05321,1.22338,1.15126,0.69885,0.55802,0.61998,0.4613,0.96188,0.97355,1.12843,0.006997,0.006997,0.006997
184,35046.9,1.04926,1.22258,1.14986,0.70203,0.5576,0.62017,0.46149,0.96161,0.97254,1.12808,0.0069805,0.0069805,0.0069805
185,35304.4,1.04762,1.21376,1.14731,0.70122,0.55712,0.62052,0.46201,0.96126,0.97162,1.12783,0.006964,0.006964,0.006964
186,35561.6,1.04263,1.20865,1.14506,0.69972,0.55804,0.6209,0.46244,0.96073,0.97074,1.12742,0.0069475,0.0069475,0.0069475
187,35819.4,1.04498,1.20876,1.14365,0.70317,0.55667,0.62119,0.46273,0.96031,0.96989,1.12694,0.006931,0.006931,0.006931
