epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,14929.3,1.06222,1.32072,1.19883,0.65137,0.51323,0.56472,0.4162,0.97934,1.06411,1.20827,0.009538,0.009538,0.009538
30,15443.1,1.06454,1.31837,1.20061,0.645,0.51868,0.56734,0.41825,0.97713,1.05758,1.20592,0.0095215,0.0095215,0.0095215
31,15958.2,1.05657,1.30569,1.19365,0.64729,0.52038,0.56923,0.41917,0.97672,1.05265,1.20505,0.009505,0.009505,0.009505
32,16472.7,1.05529,1.30733,1.19364,0.65713,0.51943,0.57028,0.42066,0.97574,1.04958,1.20383,0.0094885,0.0094885,0.0094885
33,16988.2,1.05261,1.28473,1.18755,0.65963,0.52125,0.5723,0.42184,0.97419,1.04564,1.20241,0.009472,0.009472,0.009472
34,17502.2,1.05511,1.29261,1.18909,0.6552,0.52306,0.57421,0.42348,0.97265,1.0425,1.20043,0.0094555,0.0094555,0.0094555
35,18016.5,1.051,1.28983,1.18874,0.65736,0.52581,0.57607,0.42491,0.97171,1.03951,1.19918,0.009439,0.009439,0.009439
36,18531.6,1.04787,1.28146,1.1831,0.6569,0.52805,0.5776,0.42569,0.97043,1.03606,1.19799,0.0094225,0.0094225,0.0094225
37,19044.6,1.0444,1.26957,1.18092,0.66053,0.52653,0.57908,0.42699,0.96998,1.03371,1.1974,0.009406,0.009406,0.009406
38,19559.3,1.04523,1.2675,1.18324,0.66108,0.52675,0.58028,0.42831,0.96888,1.03203,1.19607,0.0093895,0.0093895,0.0093895
39,20074.6,1.03974,1.25846,1.17811,0.6603,0.52761,0.58106,0.42896,0.96798,1.03033,1.19504,0.009373,0.009373,0.009373
40,20588.7,1.03609,1.25399,1.17536,0.6649,0.52624,0.58182,0.42988,0.96724,1.0286,1.19407,0.0093565,0.0093565,0.0093565
41,21102.5,1.0362,1.25297,1.17383,0.66638,0.52686,0.58315,0.43106,0.96645,1.02712,1.19303,0.00934,0.00934,0.00934
42,21616.2,1.03968,1.25236,1.17701,0.66965,0.52646,0.5837,0.43166,0.96578,1.02612,1.19231,0.0093235,0.0093235,0.0093235
43,22130.7,1.03559,1.24917,1.17361,0.66947,0.52819,0.58449,0.4322,0.96521,1.02507,1.19173,0.009307,0.009307,0.009307
44,22644.7,1.02846,1.23994,1.16984,0.66794,0.52882,0.5849,0.43259,0.9645,1.02457,1.19119,0.0092905,0.0092905,0.0092905
45,23158.8,1.02691,1.23556,1.16866,0.66495,0.53059,0.58518,0.43292,0.96415,1.02387,1.1907,0.009274,0.009274,0.009274
46,23673.5,1.03132,1.23385,1.16885,0.66288,0.53157,0.58578,0.43353,0.96364,1.02337,1.19024,0.0092575,0.0092575,0.0092575
47,24188.3,1.02558,1.23528,1.16937,0.66335,0.53274,0.58609,0.43404,0.96326,1.02267,1.18983,0.009241,0.009241,0.009241
48,24703,1.02296,1.22214,1.16471,0.6648,0.53243,0.58644,0.4343,0.96306,1.02205,1.18979,0.0092245,0.0092245,0.0092245
49,25216.7,1.02073,1.22128,1.16507,0.66831,0.53143,0.5866,0.43459,0.96255,1.02206,1.18942,0.009208,0.009208,0.009208
50,25731,1.02183,1.22089,1.16557,0.66852,0.53203,0.58691,0.43476,0.96206,1.02204,1.18891,0.0091915,0.0091915,0.0091915
51,26245.2,1.02213,1.22026,1.16573,0.67191,0.53054,0.58702,0.43496,0.96181,1.02198,1.18869,0.009175,0.009175,0.009175
52,26758.7,1.02122,1.21556,1.16354,0.66931,0.53117,0.58686,0.43512,0.96196,1.02241,1.1887,0.0091585,0.0091585,0.0091585
53,27271.1,1.01563,1.21214,1.16468,0.66867,0.5313,0.58671,0.43537,0.96161,1.02325,1.1884,0.009142,0.009142,0.009142
54,27783.6,1.01253,1.20259,1.15838,0.67038,0.53122,0.58676,0.43542,0.96131,1.02447,1.18808,0.0091255,0.0091255,0.0091255
55,28296.5,1.01414,1.20459,1.15841,0.67286,0.52877,0.58668,0.43564,0.96155,1.02542,1.18819,0.009109,0.009109,0.009109
56,28809.2,1.01043,1.19468,1.1581,0.67093,0.52858,0.58685,0.43556,0.96161,1.02671,1.18841,0.0090925,0.0090925,0.0090925
57,29321.9,1.01141,1.1924,1.15543,0.669,0.52916,0.58715,0.43572,0.96163,1.02782,1.18851,0.009076,0.009076,0.009076
58,29835.1,1.01087,1.19599,1.15699,0.66692,0.53268,0.587,0.43585,0.9616,1.0293,1.18858,0.0090595,0.0090595,0.0090595
59,30348.1,1.0046,1.19077,1.15484,0.66985,0.53169,0.58701,0.43584,0.9617,1.03071,1.18893,0.009043,0.009043,0.009043
60,30859.6,1.00777,1.18869,1.15366,0.66769,0.53251,0.58674,0.43581,0.96194,1.03283,1.18917,0.0090265,0.0090265,0.0090265
61,31370.7,1.0071,1.18782,1.15381,0.66516,0.5339,0.58676,0.4358,0.9625,1.03523,1.18961,0.00901,0.00901,0.00901
62,31883,1.00448,1.18366,1.15284,0.66346,0.5336,0.58674,0.43582,0.96271,1.03724,1.18981,0.0089935,0.0089935,0.0089935
63,32396.2,1.00159,1.17664,1.14938,0.66235,0.53348,0.58649,0.43567,0.96305,1.03906,1.18997,0.008977,0.008977,0.008977
64,32911.6,1.00633,1.18792,1.15075,0.66203,0.53259,0.58608,0.43559,0.96304,1.04113,1.19016,0.0089605,0.0089605,0.0089605
65,33425.4,0.99816,1.17658,1.14869,0.66388,0.53159,0.5861,0.43545,0.96317,1.04294,1.19043,0.008944,0.008944,0.008944
66,33939.7,1.00632,1.17596,1.15121,0.66699,0.52991,0.58612,0.43556,0.96337,1.04524,1.19076,0.0089275,0.0089275,0.0089275
67,34453.2,1.00294,1.17829,1.14946,0.66885,0.52938,0.58612,0.43545,0.96351,1.04686,1.19103,0.008911,0.008911,0.008911
68,34967.8,0.99944,1.17945,1.15014,0.66934,0.52872,0.58614,0.4353,0.96391,1.04876,1.1913,0.0088945,0.0088945,0.0088945
69,35481,0.99988,1.17481,1.14835,0.6718,0.52683,0.58569,0.43518,0.96413,1.05046,1.19155,0.008878,0.008878,0.008878
70,35995.4,0.99871,1.16537,1.14561,0.67027,0.52705,0.58531,0.43499,0.96407,1.05189,1.19165,0.0088615,0.0088615,0.0088615
71,36508.6,0.99437,1.16295,1.14794,0.67278,0.52579,0.58528,0.43516,0.96384,1.05337,1.19175,0.008845,0.008845,0.008845
72,37023.7,0.99383,1.16026,1.14389,0.67012,0.52753,0.5851,0.43478,0.96359,1.05504,1.19159,0.0088285,0.0088285,0.0088285
73,37537.9,0.99872,1.16772,1.14907,0.67104,0.52642,0.58495,0.43464,0.96357,1.05715,1.19171,0.008812,0.008812,0.008812
74,38051,0.99536,1.16189,1.14779,0.66991,0.52682,0.58507,0.43482,0.96319,1.05836,1.19149,0.0087955,0.0087955,0.0087955
75,38563.9,0.99289,1.15642,1.14483,0.67038,0.52669,0.58485,0.43492,0.96236,1.05949,1.19097,0.008779,0.008779,0.008779
76,39076.6,0.98982,1.1535,1.1428,0.67335,0.52534,0.58488,0.43488,0.9622,1.061,1.19084,0.0087625,0.0087625,0.0087625
77,39589.4,0.99087,1.15265,1.14252,0.67127,0.52713,0.58499,0.43502,0.96268,1.06234,1.19122,0.008746,0.008746,0.008746
78,40100.1,0.98943,1.15501,1.14393,0.67022,0.52782,0.58494,0.43515,0.96257,1.06395,1.19106,0.0087295,0.0087295,0.0087295
79,40611.9,0.98891,1.15213,1.14258,0.67211,0.52747,0.58522,0.43554,0.96247,1.0652,1.19085,0.008713,0.008713,0.008713
80,41123.4,0.99089,1.15194,1.14431,0.67333,0.52715,0.5853,0.43591,0.96217,1.06589,1.19068,0.0086965,0.0086965,0.0086965
81,41635.4,0.98716,1.14848,1.1422,0.67439,0.52627,0.58557,0.43612,0.96096,1.06672,1.18971,0.00868,0.00868,0.00868
82,42148.8,0.98561,1.14577,1.14194,0.67577,0.52588,0.58575,0.43617,0.96094,1.06701,1.18964,0.0086635,0.0086635,0.0086635
83,42660.4,0.98607,1.14507,1.1407,0.67439,0.52696,0.58603,0.43654,0.96022,1.06735,1.18887,0.008647,0.008647,0.008647
84,43171.5,0.98708,1.14574,1.14091,0.67512,0.52762,0.58635,0.43688,0.95988,1.06734,1.18831,0.0086305,0.0086305,0.0086305
85,43683.5,0.9886,1.14708,1.14071,0.67299,0.5286,0.58673,0.43739,0.95953,1.06738,1.18791,0.008614,0.008614,0.008614
86,44193.6,0.98393,1.14218,1.13912,0.67202,0.52997,0.58724,0.43795,0.95905,1.06722,1.18744,0.0085975,0.0085975,0.0085975
87,44706.5,0.98416,1.13988,1.13871,0.67527,0.52989,0.5876,0.43831,0.95895,1.0667,1.18715,0.008581,0.008581,0.008581
88,45218.8,0.98281,1.14194,1.13918,0.67362,0.53055,0.58768,0.43864,0.95868,1.06617,1.18675,0.0085645,0.0085645,0.0085645
89,45731.5,0.98301,1.14151,1.13858,0.67379,0.53193,0.58825,0.43905,0.95827,1.06539,1.18626,0.008548,0.008548,0.008548
90,46245,0.98081,1.1356,1.13651,0.67455,0.53166,0.58853,0.43962,0.95804,1.06483,1.186,0.0085315,0.0085315,0.0085315
91,46757.1,0.97967,1.13294,1.13566,0.67585,0.53128,0.58868,0.43998,0.95731,1.06361,1.18524,0.008515,0.008515,0.008515
92,47270.9,0.97796,1.13094,1.13705,0.67539,0.53259,0.58926,0.44057,0.95679,1.06227,1.18457,0.0084985,0.0084985,0.0084985
93,47784.5,0.98279,1.13133,1.13662,0.67545,0.5321,0.58972,0.44139,0.95631,1.06094,1.18411,0.008482,0.008482,0.008482
94,48296.9,0.98253,1.13063,1.1359,0.67577,0.5317,0.59012,0.44174,0.9557,1.05953,1.18347,0.0084655,0.0084655,0.0084655
95,48810.2,0.97899,1.12829,1.13611,0.67566,0.5317,0.5908,0.44258,0.95518,1.0582,1.18292,0.008449,0.008449,0.008449
96,49323,0.98116,1.13461,1.13854,0.67609,0.53005,0.59089,0.44284,0.95466,1.05668,1.18234,0.0084325,0.0084325,0.0084325
97,49836.7,0.98205,1.13051,1.13514,0.67679,0.53081,0.59133,0.44318,0.95422,1.05479,1.18171,0.008416,0.008416,0.008416
98,50349.6,0.97968,1.12794,1.13681,0.67598,0.53205,0.59191,0.4436,0.95368,1.05277,1.18111,0.0083995,0.0083995,0.0083995
99,50863.2,0.97382,1.11973,1.13315,0.67765,0.53248,0.59266,0.44433,0.95304,1.051,1.18045,0.008383,0.008383,0.008383
100,51378.5,0.98033,1.12578,1.13681,0.67526,0.53502,0.59344,0.44497,0.95211,1.04949,1.17976,0.0083665,0.0083665,0.0083665
101,51891.1,0.97779,1.12237,1.13515,0.67482,0.53646,0.59396,0.4454,0.95162,1.0479,1.17918,0.00835,0.00835,0.00835
102,52403.4,0.97653,1.1246,1.13375,0.67508,0.53756,0.59484,0.44599,0.9513,1.04617,1.17863,0.0083335,0.0083335,0.0083335
103,52917.5,0.97514,1.12094,1.13205,0.67652,0.53701,0.59564,0.44667,0.95071,1.04414,1.17806,0.008317,0.008317,0.008317
104,53432.2,0.97449,1.11983,1.1303,0.67634,0.53803,0.59642,0.44732,0.95,1.04198,1.17732,0.0083005,0.0083005,0.0083005
105,53944.6,0.97163,1.11507,1.13142,0.67731,0.53808,0.59694,0.4478,0.94931,1.03999,1.17656,0.008284,0.008284,0.008284
106,54457.8,0.97377,1.11771,1.1317,0.67511,0.5418,0.59768,0.4484,0.94883,1.03816,1.17581,0.0082675,0.0082675,0.0082675
107,54971.6,0.97578,1.11962,1.13212,0.67556,0.54317,0.59822,0.44902,0.94806,1.03616,1.1749,0.008251,0.008251,0.008251
108,55486.4,0.97566,1.11663,1.13219,0.67837,0.54286,0.59891,0.44964,0.94746,1.03394,1.17404,0.0082345,0.0082345,0.0082345
109,55999,0.97451,1.1119,1.12966,0.67886,0.54279,0.59945,0.45019,0.94651,1.03209,1.17315,0.008218,0.008218,0.008218
110,56510.5,0.96892,1.10897,1.12974,0.68022,0.54312,0.60007,0.45068,0.94571,1.03001,1.17231,0.0082015,0.0082015,0.0082015
111,57023,0.96861,1.10718,1.12906,0.68035,0.54236,0.60071,0.4514,0.94493,1.02755,1.1714,0.008185,0.008185,0.008185
112,57535.5,0.97086,1.11249,1.12921,0.68086,0.54293,0.60143,0.45201,0.94447,1.02565,1.17082,0.0081685,0.0081685,0.0081685
113,58048.5,0.96757,1.10783,1.12725,0.67786,0.54517,0.60224,0.45267,0.94377,1.02363,1.17001,0.008152,0.008152,0.008152
114,58562.3,0.97423,1.1146,1.13216,0.67842,0.54605,0.60274,0.45318,0.94301,1.0213,1.16914,0.0081355,0.0081355,0.0081355
115,59075.8,0.97529,1.11375,1.13164,0.67692,0.54769,0.60326,0.45385,0.94226,1.01926,1.16838,0.008119,0.008119,0.008119
116,59589.7,0.96704,1.10348,1.12932,0.67507,0.5481,0.6042,0.45467,0.94169,1.01676,1.16763,0.0081025,0.0081025,0.0081025
117,60101.7,0.96628,1.1043,1.12754,0.6758,0.54912,0.60509,0.45525,0.94087,1.01442,1.16683,0.008086,0.008086,0.008086
118,60615.2,0.96584,1.10573,1.12776,0.67649,0.5499,0.60589,0.45578,0.94044,1.01238,1.16617,0.0080695,0.0080695,0.0080695
119,61129.6,0.96295,1.10221,1.12421,0.6782,0.55086,0.60653,0.45647,0.94,1.01054,1.16555,0.008053,0.008053,0.008053
120,61642.1,0.96642,1.09952,1.12606,0.67883,0.55171,0.60741,0.45743,0.94001,1.00823,1.16528,0.0080365,0.0080365,0.0080365
121,62156.3,0.96777,1.10488,1.12596,0.67971,0.55324,0.60805,0.4576,0.93945,1.0062,1.16447,0.00802,0.00802,0.00802
122,62669.2,0.96639,1.10679,1.12759,0.68119,0.55334,0.60861,0.45815,0.93924,1.00431,1.16405,0.0080035,0.0080035,0.0080035
123,63182.8,0.96028,1.09847,1.12553,0.67914,0.55583,0.60922,0.4587,0.93888,1.00228,1.16354,0.007987,0.007987,0.007987
124,63696.4,0.96825,1.09742,1.12423,0.67934,0.55568,0.60999,0.45923,0.93843,1.00048,1.16295,0.0079705,0.0079705,0.0079705
125,64209.1,0.96421,1.09555,1.12508,0.68028,0.55522,0.61066,0.45983,0.93767,0.99822,1.16211,0.007954,0.007954,0.007954
126,64722.4,0.96334,1.09789,1.12401,0.67952,0.55687,0.61144,0.46057,0.93707,0.99599,1.16143,0.0079375,0.0079375,0.0079375
127,65235.5,0.96051,1.09589,1.12236,0.68151,0.55819,0.61198,0.46098,0.93643,0.9939,1.16079,0.007921,0.007921,0.007921
128,65749.3,0.96132,1.09442,1.12161,0.68559,0.5571,0.61358,0.46221,0.93534,0.99199,1.1597,0.0079045,0.0079045,0.0079045
129,66261.8,0.96349,1.09581,1.12529,0.68552,0.55734,0.61419,0.46291,0.93527,0.99025,1.1595,0.007888,0.007888,0.007888
130,66774.6,0.96357,1.09191,1.12399,0.68864,0.55683,0.61492,0.46351,0.93468,0.98851,1.15899,0.0078715,0.0078715,0.0078715
131,67288,0.96465,1.09965,1.12634,0.69227,0.55662,0.6155,0.46385,0.93425,0.98692,1.1586,0.007855,0.007855,0.007855
132,67801.7,0.95905,1.08893,1.12231,0.69316,0.55672,0.61603,0.46442,0.93386,0.98513,1.1582,0.0078385,0.0078385,0.0078385
133,68314.8,0.95866,1.08922,1.12309,0.69481,0.55635,0.61694,0.46518,0.93358,0.98349,1.15785,0.007822,0.007822,0.007822
134,68826.8,0.96015,1.08845,1.1219,0.69405,0.55714,0.61755,0.46571,0.93326,0.98141,1.15736,0.0078055,0.0078055,0.0078055
135,69340.2,0.95847,1.08492,1.12114,0.69297,0.55825,0.61838,0.46613,0.93267,0.97904,1.15672,0.007789,0.007789,0.007789
136,69854.1,0.95827,1.08368,1.12238,0.69559,0.55864,0.61904,0.46659,0.93201,0.97733,1.15605,0.0077725,0.0077725,0.0077725
137,70366.3,0.9589,1.08838,1.12263,0.69526,0.55976,0.61923,0.46692,0.93139,0.97555,1.15535,0.007756,0.007756,0.007756
138,70879.7,0.96073,1.08377,1.12146,0.69593,0.56001,0.61994,0.46746,0.93086,0.97351,1.15472,0.0077395,0.0077395,0.0077395
139,71392.4,0.95745,1.0829,1.12386,0.6967,0.56073,0.62032,0.46797,0.93038,0.9718,1.15417,0.007723,0.007723,0.007723
140,71905.9,0.95411,1.08448,1.12058,0.69059,0.56495,0.62092,0.46838,0.92981,0.97032,1.15355,0.0077065,0.0077065,0.0077065
141,72419.5,0.95846,1.08642,1.1224,0.69187,0.5639,0.62152,0.46875,0.92948,0.96848,1.15321,0.00769,0.00769,0.00769
142,72934.1,0.95979,1.0823,1.12114,0.69325,0.56358,0.62192,0.46919,0.92883,0.96711,1.1526,0.0076735,0.0076735,0.0076735
143,73447.6,0.9572,1.07637,1.11987,0.69489,0.56348,0.62249,0.46978,0.9281,0.96511,1.15181,0.007657,0.007657,0.007657
144,73962.2,0.95499,1.07725,1.11804,0.69731,0.56286,0.623,0.47017,0.92731,0.96344,1.15106,0.0076405,0.0076405,0.0076405
145,74475.2,0.95378,1.07663,1.11805,0.69885,0.56212,0.62396,0.47066,0.92695,0.96178,1.15062,0.007624,0.007624,0.007624
146,74988.3,0.95153,1.07003,1.11615,0.70034,0.56246,0.62413,0.47129,0.92628,0.96007,1.14983,0.0076075,0.0076075,0.0076075
147,75503.1,0.95398,1.07974,1.11669,0.70211,0.56223,0.62461,0.47156,0.92562,0.95839,1.14915,0.007591,0.007591,0.007591
148,76015.8,0.95797,1.08096,1.12008,0.70421,0.56087,0.62511,0.4721,0.92522,0.9567,1.14855,0.0075745,0.0075745,0.0075745
149,76529.8,0.95661,1.0816,1.12131,0.70224,0.56359,0.62568,0.47267,0.92506,0.95514,1.14826,0.007558,0.007558,0.007558
150,77040.7,0.95474,1.07945,1.11872,0.70104,0.56587,0.62627,0.47305,0.92438,0.95399,1.14769,0.0075415,0.0075415,0.0075415
151,77554.1,0.95649,1.07355,1.11608,0.70111,0.56558,0.62674,0.47332,0.92427,0.95248,1.14742,0.007525,0.007525,0.007525
152,78067.3,0.95514,1.0704,1.11652,0.70395,0.56447,0.62707,0.47372,0.92398,0.95098,1.14703,0.0075085,0.0075085,0.0075085
153,78579.2,0.95352,1.07205,1.11617,0.70267,0.5657,0.62777,0.47419,0.92337,0.94947,1.14627,0.007492,0.007492,0.007492
154,79092.8,0.95547,1.07721,1.11877,0.70041,0.56723,0.6284,0.47456,0.92281,0.94795,1.14576,0.0074755,0.0074755,0.0074755
155,79605.2,0.95373,1.07392,1.11834,0.70106,0.56699,0.62896,0.47509,0.92239,0.94617,1.14528,0.007459,0.007459,0.007459
156,80117.2,0.95288,1.06564,1.11634,0.70116,0.56702,0.62908,0.47545,0.92184,0.94496,1.14471,0.0074425,0.0074425,0.0074425
157,80628.9,0.9514,1.06949,1.11602,0.70446,0.56582,0.62928,0.4758,0.92146,0.94366,1.14432,0.007426,0.007426,0.007426
158,81141.5,0.95229,1.06731,1.1161,0.70529,0.56555,0.63004,0.47629,0.9213,0.94241,1.14392,0.0074095,0.0074095,0.0074095
159,81655.4,0.94892,1.06497,1.11412,0.70547,0.56653,0.63048,0.47666,0.92105,0.94134,1.14347,0.007393,0.007393,0.007393
160,82169.1,0.95294,1.06239,1.11446,0.70326,0.56839,0.63084,0.47706,0.92054,0.93995,1.14289,0.0073765,0.0073765,0.0073765
161,82683.3,0.95074,1.06611,1.11364,0.7046,0.56733,0.63143,0.47763,0.92028,0.93878,1.14247,0.00736,0.00736,0.00736
162,83198,0.95193,1.0736,1.11942,0.70414,0.56812,0.63132,0.47759,0.91975,0.93759,1.14207,0.0073435,0.0073435,0.0073435
163,83713.2,0.95034,1.06813,1.11453,0.70611,0.56752,0.63191,0.4781,0.9195,0.93637,1.14177,0.007327,0.007327,0.007327
164,84226.5,0.94862,1.0623,1.11492,0.70727,0.56751,0.63234,0.47863,0.91925,0.93498,1.14131,0.0073105,0.0073105,0.0073105
165,84743.1,0.94717,1.06058,1.1134,0.70374,0.5689,0.6326,0.47871,0.91905,0.93393,1.14094,0.007294,0.007294,0.007294
166,85259.4,0.94542,1.06106,1.11277,0.7049,0.5686,0.63311,0.47911,0.9187,0.93281,1.14059,0.0072775,0.0072775,0.0072775
167,85771.8,0.94981,1.06026,1.11415,0.70733,0.56804,0.63341,0.4795,0.91839,0.93193,1.14011,0.007261,0.007261,0.007261
168,86286.7,0.95049,1.06432,1.11604,0.70368,0.57037,0.63431,0.47982,0.91817,0.93075,1.13972,0.0072445,0.0072445,0.0072445
169,86801.2,0.94749,1.05872,1.11308,0.70547,0.57071,0.63457,0.48011,0.91802,0.92965,1.13937,0.007228,0.007228,0.007228
170,87313.7,0.94564,1.05896,1.1099,0.70887,0.56956,0.63489,0.48036,0.91801,0.92879,1.13901,0.0072115,0.0072115,0.0072115
171,87827.8,0.94591,1.05475,1.11195,0.70991,0.57023,0.6351,0.48062,0.91768,0.92729,1.13868,0.007195,0.007195,0.007195
172,88342.1,0.94737,1.05686,1.11327,0.7076,0.57228,0.63566,0.48094,0.91752,0.92639,1.13827,0.0071785,0.0071785,0.0071785
173,88857.1,0.94555,1.0581,1.11232,0.70942,0.57207,0.6358,0.48086,0.91737,0.9254,1.13806,0.007162,0.007162,0.007162
174,89376.4,0.94692,1.05319,1.11257,0.70906,0.57327,0.63623,0.48138,0.91709,0.9241,1.13789,0.0071455,0.0071455,0.0071455
175,89892.3,0.94299,1.0514,1.11049,0.71019,0.57255,0.63653,0.48174,0.91667,0.92285,1.13749,0.007129,0.007129,0.007129
176,90410.3,0.94657,1.05378,1.11039,0.70803,0.57379,0.63685,0.4819,0.91659,0.92175,1.13758,0.0071125,0.0071125,0.0071125
177,90926.6,0.94634,1.054,1.11385,0.70941,0.57337,0.6375,0.48234,0.91645,0.92079,1.13723,0.007096,0.007096,0.007096
178,91440.8,0.94708,1.05606,1.11345,0.70923,0.57383,0.63793,0.48282,0.91608,0.9198,1.13699,0.0070795,0.0070795,0.0070795
179,91955.9,0.94241,1.05079,1.11165,0.71011,0.57379,0.63835,0.48304,0.91595,0.91864,1.13672,0.007063,0.007063,0.007063
180,92470.7,0.9414,1.05016,1.11067,0.71184,0.57288,0.63855,0.48297,0.91592,0.91796,1.13658,0.0070465,0.0070465,0.0070465
181,92984.9,0.94024,1.05089,1.1086,0.71306,0.57301,0.63943,0.48366,0.916,0.91694,1.13649,0.00703,0.00703,0.00703
182,93502.7,0.94029,1.04796,1.10914,0.71299,0.57321,0.63984,0.48403,0.9158,0.91591,1.1361,0.0070135,0.0070135,0.0070135
183,94016.9,0.94433,1.05013,1.10969,0.71296,0.57438,0.64023,0.48438,0.91579,0.91481,1.13577,0.006997,0.006997,0.006997
184,94528.4,0.94368,1.04535,1.11035,0.71391,0.57434,0.64044,0.4847,0.91533,0.91426,1.13534,0.0069805,0.0069805,0.0069805
185,95041.2,0.94569,1.04428,1.11072,0.7124,0.57593,0.64061,0.48482,0.9152,0.91366,1.13532,0.006964,0.006964,0.006964
186,95555.2,0.93984,1.0505,1.11203,0.71337,0.57559,0.64122,0.48499,0.9149,0.91291,1.13503,0.0069475,0.0069475,0.0069475
187,96071.2,0.94351,1.05048,1.10952,0.71404,0.57566,0.64172,0.48541,0.91494,0.91209,1.13493,0.006931,0.006931,0.006931
