epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,5670.84,1.25558,1.68488,1.30217,0.57289,0.43814,0.46689,0.32824,1.13486,1.30394,1.26269,0.009637,0.009637,0.009637
24,5917.69,1.24785,1.65836,1.29333,0.55037,0.44884,0.47091,0.33171,1.12665,1.29362,1.25635,0.0096205,0.0096205,0.0096205
25,6163.9,1.25243,1.6562,1.29246,0.58436,0.4463,0.47726,0.3363,1.1245,1.28359,1.25237,0.009604,0.009604,0.009604
26,6409.17,1.24462,1.64478,1.28554,0.58216,0.44582,0.47884,0.33854,1.12016,1.2755,1.24755,0.0095875,0.0095875,0.0095875
27,6655.15,1.24834,1.64286,1.28398,0.57403,0.45474,0.48381,0.34208,1.11556,1.26437,1.24207,0.009571,0.009571,0.009571
28,6901.64,1.2424,1.6295,1.2819,0.58523,0.45115,0.48662,0.34539,1.11129,1.25765,1.23804,0.0095545,0.0095545,0.0095545
29,7147.79,1.23585,1.61471,1.27817,0.59016,0.45293,0.48919,0.34768,1.10791,1.25126,1.23474,0.009538,0.009538,0.009538
30,7393.29,1.23341,1.61371,1.27233,0.6039,0.45533,0.49308,0.35027,1.10563,1.2463,1.23188,0.0095215,0.0095215,0.0095215
31,7639.01,1.23167,1.61079,1.27372,0.58884,0.46274,0.49473,0.35139,1.10463,1.23976,1.23094,0.009505,0.009505,0.009505
32,7885.35,1.22641,1.599,1.27156,0.59897,0.46181,0.49713,0.35355,1.10284,1.23455,1.22861,0.0094885,0.0094885,0.0094885
33,8130.89,1.22944,1.58984,1.2667,0.61292,0.4575,0.49869,0.35492,1.10092,1.23049,1.2267,0.009472,0.009472,0.009472
34,8376.74,1.22578,1.59046,1.26305,0.61628,0.45949,0.50116,0.35658,1.09805,1.22768,1.22513,0.0094555,0.0094555,0.0094555
35,8624.29,1.22671,1.58924,1.26512,0.61538,0.46058,0.50256,0.35841,1.09705,1.22353,1.22342,0.009439,0.009439,0.009439
36,8872.6,1.21457,1.57134,1.25976,0.62002,0.46007,0.50378,0.35916,1.09553,1.22012,1.2215,0.0094225,0.0094225,0.0094225
37,9118.31,1.22155,1.57175,1.26156,0.62163,0.46024,0.50496,0.36029,1.09423,1.2169,1.21999,0.009406,0.009406,0.009406
38,9363.82,1.21726,1.56184,1.25618,0.62148,0.4617,0.506,0.36155,1.0927,1.21406,1.2181,0.0093895,0.0093895,0.0093895
39,9609.71,1.21609,1.56347,1.2545,0.62325,0.46078,0.50671,0.36204,1.09218,1.21184,1.21747,0.009373,0.009373,0.009373
40,9855.49,1.21357,1.54706,1.25165,0.62226,0.46207,0.50708,0.36258,1.0917,1.21083,1.21674,0.0093565,0.0093565,0.0093565
41,10100.4,1.21218,1.55484,1.25123,0.62965,0.46033,0.50773,0.36328,1.09104,1.2095,1.216,0.00934,0.00934,0.00934
42,10345.4,1.21463,1.55137,1.25138,0.63031,0.46108,0.50851,0.36401,1.09011,1.20825,1.21494,0.0093235,0.0093235,0.0093235
43,10590.9,1.20861,1.53976,1.24812,0.62838,0.4615,0.50896,0.36439,1.08954,1.20754,1.21424,0.009307,0.009307,0.009307
44,10836.2,1.19794,1.53415,1.24441,0.62687,0.46174,0.50925,0.3649,1.08884,1.20702,1.2136,0.0092905,0.0092905,0.0092905
45,11081.3,1.2049,1.5364,1.24358,0.62844,0.46089,0.5096,0.36519,1.08855,1.20623,1.21331,0.009274,0.009274,0.009274
46,11326.4,1.20565,1.52632,1.24328,0.6277,0.46174,0.50993,0.36546,1.08816,1.20599,1.21266,0.0092575,0.0092575,0.0092575
47,11571.7,1.20609,1.5288,1.24468,0.62683,0.46142,0.51018,0.36574,1.08768,1.20531,1.21213,0.009241,0.009241,0.009241
48,11817.4,1.19732,1.51277,1.2384,0.62823,0.46148,0.51051,0.36636,1.08709,1.20532,1.21151,0.0092245,0.0092245,0.0092245
49,12062.7,1.20148,1.52051,1.24131,0.62572,0.46224,0.51082,0.36647,1.08646,1.20569,1.21085,0.009208,0.009208,0.009208
50,12307.7,1.20269,1.52531,1.2434,0.62765,0.462,0.51097,0.36686,1.08581,1.20643,1.21022,0.0091915,0.0091915,0.0091915
51,12552.7,1.20394,1.52772,1.24542,0.62492,0.46231,0.51093,0.36677,1.08513,1.20713,1.2097,0.009175,0.009175,0.009175
52,12797.8,1.20099,1.51468,1.24015,0.62751,0.46144,0.51179,0.36728,1.08472,1.2079,1.20928,0.0091585,0.0091585,0.0091585
53,13043.2,1.19383,1.50838,1.23655,0.62726,0.46214,0.51228,0.36761,1.08416,1.20848,1.20885,0.009142,0.009142,0.009142
54,247.508,1.19281,1.5119,1.24063,0.62622,0.46352,0.51307,0.36839,1.08321,1.20579,1.20808,0.0091255,0.0091255,0.0091255
55,490.117,1.20581,1.53381,1.24572,0.62771,0.46379,0.5135,0.3687,1.08278,1.20369,1.20742,0.009109,0.009109,0.009109
56,733.803,1.20874,1.53755,1.24984,0.62737,0.464,0.51416,0.36911,1.08234,1.20173,1.20688,0.0090925,0.0090925,0.0090925
57,977.318,1.20008,1.52932,1.24274,0.63121,0.46394,0.51451,0.3694,1.08182,1.2,1.2063,0.009076,0.009076,0.009076
58,1226.6,1.2074,1.52766,1.24403,0.63354,0.46286,0.51468,0.36969,1.08122,1.1986,1.20594,0.0090595,0.0090595,0.0090595
59,1473.65,1.19963,1.5302,1.24289,0.63615,0.46266,0.51529,0.37015,1.08066,1.1974,1.20516,0.009043,0.009043,0.009043
60,1722.25,1.19846,1.50805,1.23892,0.6353,0.46288,0.51578,0.37043,1.08008,1.19622,1.20439,0.0090265,0.0090265,0.0090265
61,1969.13,1.19867,1.51009,1.23822,0.6328,0.46423,0.51641,0.37097,1.07955,1.19524,1.20389,0.00901,0.00901,0.00901
62,2216.85,1.19769,1.51055,1.23773,0.6308,0.46465,0.51684,0.37131,1.07911,1.19426,1.20336,0.0089935,0.0089935,0.0089935
63,2465.33,1.19321,1.50445,1.23528,0.62155,0.4694,0.51734,0.37151,1.07836,1.19354,1.20267,0.008977,0.008977,0.008977
64,2712.73,1.19643,1.50797,1.23542,0.62271,0.46948,0.5176,0.37172,1.07843,1.19326,1.20252,0.0089605,0.0089605,0.0089605
65,2962.58,1.18888,1.49372,1.23173,0.62032,0.47111,0.51768,0.37199,1.0781,1.19288,1.20221,0.008944,0.008944,0.008944
66,3208.5,1.19265,1.48966,1.23402,0.62284,0.47074,0.51791,0.37233,1.07804,1.19289,1.202,0.0089275,0.0089275,0.0089275
67,3456.83,1.1899,1.49742,1.23389,0.62523,0.4707,0.51811,0.37249,1.07794,1.1927,1.20194,0.008911,0.008911,0.008911
68,3702.25,1.19233,1.49175,1.23566,0.62672,0.47071,0.51841,0.37273,1.07749,1.19286,1.20154,0.0088945,0.0088945,0.0088945
69,3946.25,1.18643,1.48737,1.22947,0.6241,0.47227,0.51884,0.37313,1.07697,1.19341,1.20098,0.008878,0.008878,0.008878
70,4191.01,1.18982,1.49241,1.23152,0.6233,0.47231,0.51858,0.37292,1.07649,1.19352,1.20059,0.0088615,0.0088615,0.0088615
71,4435.91,1.18306,1.48213,1.22632,0.6207,0.47292,0.51853,0.37346,1.07632,1.19376,1.20006,0.008845,0.008845,0.008845
72,4680.23,1.18346,1.48386,1.22891,0.62016,0.47376,0.51882,0.37354,1.07588,1.19436,1.19968,0.0088285,0.0088285,0.0088285
73,4924.47,1.18668,1.47794,1.22877,0.62176,0.47385,0.51858,0.37339,1.07575,1.19539,1.19932,0.008812,0.008812,0.008812
74,5168.82,1.18131,1.4717,1.22682,0.62245,0.47335,0.51877,0.37368,1.07555,1.19638,1.19914,0.0087955,0.0087955,0.0087955
75,5413.49,1.18667,1.47278,1.22773,0.62107,0.47312,0.51869,0.37404,1.07537,1.19719,1.19887,0.008779,0.008779,0.008779
76,5658.4,1.18272,1.4752,1.22717,0.62097,0.47326,0.51882,0.37429,1.07517,1.19808,1.19863,0.0087625,0.0087625,0.0087625
77,5903.59,1.1833,1.46629,1.22278,0.6228,0.47287,0.51898,0.37434,1.07492,1.19886,1.19842,0.008746,0.008746,0.008746
78,6148.43,1.18277,1.46914,1.22499,0.62201,0.4724,0.5189,0.37456,1.0749,1.19968,1.19815,0.0087295,0.0087295,0.0087295
79,6393.15,1.17944,1.46891,1.22397,0.62243,0.47285,0.51872,0.37481,1.07464,1.20088,1.19785,0.008713,0.008713,0.008713
80,6638.63,1.17667,1.46113,1.22375,0.62439,0.47283,0.51875,0.37468,1.07431,1.20184,1.19775,0.0086965,0.0086965,0.0086965
81,6883.62,1.17819,1.4624,1.22486,0.62297,0.47426,0.51881,0.37471,1.07392,1.20282,1.19756,0.00868,0.00868,0.00868
82,7129.52,1.17589,1.45764,1.22117,0.62207,0.47494,0.51901,0.37508,1.07413,1.20374,1.19748,0.0086635,0.0086635,0.0086635
83,7375.63,1.17756,1.45886,1.22196,0.62233,0.47493,0.51912,0.37519,1.07402,1.20479,1.19731,0.008647,0.008647,0.008647
84,7620.66,1.17167,1.45795,1.22037,0.62434,0.47533,0.51933,0.37521,1.07385,1.20599,1.19706,0.0086305,0.0086305,0.0086305
85,7865.71,1.17576,1.45486,1.22176,0.62074,0.47646,0.51941,0.37528,1.07378,1.2067,1.19709,0.008614,0.008614,0.008614
86,8110.61,1.17369,1.44837,1.21772,0.61814,0.47912,0.5201,0.37572,1.07342,1.20748,1.19685,0.0085975,0.0085975,0.0085975
87,8355.76,1.17872,1.4461,1.21766,0.62113,0.477,0.51981,0.3757,1.07317,1.20793,1.19659,0.008581,0.008581,0.008581
88,8600.32,1.17536,1.45603,1.21732,0.62097,0.47844,0.52024,0.37601,1.07294,1.20876,1.19627,0.0085645,0.0085645,0.0085645
89,8845.44,1.17378,1.44397,1.21757,0.62123,0.47829,0.52025,0.37605,1.0727,1.20968,1.19606,0.008548,0.008548,0.008548
90,9091.68,1.16973,1.44679,1.21777,0.62534,0.47715,0.52039,0.37623,1.07265,1.21033,1.19591,0.0085315,0.0085315,0.0085315
91,9336.94,1.17136,1.44822,1.21663,0.62482,0.47773,0.52088,0.37639,1.07261,1.21069,1.19572,0.008515,0.008515,0.008515
92,9582.42,1.1753,1.44267,1.21731,0.62326,0.47843,0.52136,0.37705,1.0721,1.21087,1.19543,0.0084985,0.0084985,0.0084985
93,9826.24,1.17297,1.43479,1.21448,0.62696,0.47833,0.52152,0.37698,1.07197,1.21133,1.1951,0.008482,0.008482,0.008482
94,10067.8,1.17005,1.44006,1.21458,0.62641,0.47923,0.52188,0.3773,1.07155,1.21099,1.19458,0.0084655,0.0084655,0.0084655
95,10310.8,1.16686,1.44151,1.21447,0.62796,0.47849,0.52222,0.37773,1.07135,1.21093,1.19429,0.008449,0.008449,0.008449
96,10556.1,1.17282,1.44024,1.21638,0.62968,0.47853,0.52249,0.3781,1.07104,1.21075,1.19405,0.0084325,0.0084325,0.0084325
97,10801.9,1.17668,1.43986,1.2141,0.63216,0.47793,0.52285,0.37855,1.07089,1.21052,1.19362,0.008416,0.008416,0.008416
98,11045.8,1.16964,1.43934,1.21384,0.63348,0.47824,0.52306,0.37885,1.07058,1.21014,1.19322,0.0083995,0.0083995,0.0083995
99,11291,1.16881,1.42854,1.21137,0.63359,0.4783,0.52363,0.37937,1.07019,1.2089,1.19265,0.008383,0.008383,0.008383
100,11537.6,1.17086,1.43053,1.20997,0.63704,0.47552,0.52434,0.37979,1.06953,1.20784,1.19213,0.0083665,0.0083665,0.0083665
101,11783.2,1.16846,1.42479,1.21006,0.63296,0.47909,0.52485,0.38032,1.06895,1.20705,1.1915,0.00835,0.00835,0.00835
102,12028.3,1.16382,1.43452,1.21176,0.63842,0.47578,0.5253,0.38048,1.06866,1.20609,1.19099,0.0083335,0.0083335,0.0083335
103,12273.8,1.16727,1.43295,1.21115,0.63229,0.48018,0.52576,0.38102,1.06839,1.20474,1.19065,0.008317,0.008317,0.008317
104,12517.6,1.16657,1.43044,1.21041,0.63481,0.47951,0.52627,0.38142,1.06783,1.2033,1.19004,0.0083005,0.0083005,0.0083005
105,12760.4,1.1685,1.42669,1.21222,0.63641,0.48097,0.52693,0.3821,1.06758,1.20207,1.18955,0.008284,0.008284,0.008284
106,13004.3,1.16255,1.42004,1.20737,0.63833,0.48011,0.52728,0.38252,1.06696,1.20116,1.18898,0.0082675,0.0082675,0.0082675
107,13248.1,1.16756,1.42225,1.20895,0.63859,0.48051,0.52772,0.38312,1.06644,1.19986,1.1884,0.008251,0.008251,0.008251
108,13491.8,1.16766,1.42532,1.21118,0.63993,0.48144,0.52792,0.38331,1.06594,1.19831,1.18791,0.0082345,0.0082345,0.0082345
109,13735.5,1.16509,1.42169,1.21002,0.64168,0.48087,0.52864,0.38399,1.06567,1.197,1.18742,0.008218,0.008218,0.008218
110,13979.3,1.1638,1.42027,1.20894,0.64077,0.48273,0.52918,0.38441,1.06506,1.19542,1.18672,0.0082015,0.0082015,0.0082015
111,14222.6,1.16356,1.41684,1.20823,0.64171,0.48236,0.52976,0.38481,1.0645,1.19382,1.18608,0.008185,0.008185,0.008185
112,14466.2,1.16076,1.41795,1.2077,0.6405,0.48334,0.53052,0.38529,1.06412,1.19206,1.18549,0.0081685,0.0081685,0.0081685
113,14710.4,1.1604,1.41572,1.2078,0.63854,0.48452,0.53114,0.38584,1.06349,1.1902,1.18482,0.008152,0.008152,0.008152
114,14955.2,1.16017,1.41946,1.20882,0.64088,0.48419,0.53195,0.38627,1.06305,1.1888,1.18428,0.0081355,0.0081355,0.0081355
115,15199.6,1.16676,1.42128,1.21047,0.64237,0.48285,0.53251,0.38692,1.06251,1.1869,1.18372,0.008119,0.008119,0.008119
116,15443.8,1.16101,1.41495,1.20657,0.64268,0.48362,0.53313,0.38733,1.06169,1.18513,1.183,0.0081025,0.0081025,0.0081025
117,15689.4,1.15878,1.40828,1.20511,0.64389,0.48482,0.53383,0.388,1.06113,1.18338,1.18234,0.008086,0.008086,0.008086
118,15933.3,1.15975,1.40304,1.20403,0.64462,0.48529,0.53483,0.38885,1.0606,1.18111,1.18173,0.0080695,0.0080695,0.0080695
119,16177.1,1.16201,1.41423,1.20621,0.64285,0.48702,0.53549,0.38923,1.05977,1.17942,1.18099,0.008053,0.008053,0.008053
120,16420.9,1.15499,1.40131,1.20207,0.64458,0.48773,0.53609,0.38968,1.0591,1.17752,1.18042,0.0080365,0.0080365,0.0080365
121,16664.4,1.1582,1.40774,1.2036,0.64376,0.48975,0.5365,0.39004,1.05865,1.17552,1.17985,0.00802,0.00802,0.00802
122,16907.8,1.15633,1.40659,1.20413,0.64679,0.48758,0.53699,0.39068,1.05759,1.1739,1.17907,0.0080035,0.0080035,0.0080035
123,17151,1.16008,1.40355,1.20466,0.64737,0.48734,0.53755,0.39119,1.05714,1.17218,1.17857,0.007987,0.007987,0.007987
124,17394.2,1.1605,1.40758,1.20375,0.65094,0.48752,0.53873,0.39192,1.05666,1.16999,1.17816,0.0079705,0.0079705,0.0079705
125,17638.4,1.15966,1.40415,1.20528,0.65272,0.48852,0.5395,0.39254,1.05619,1.16816,1.17764,0.007954,0.007954,0.007954
126,17881.8,1.15742,1.40197,1.20225,0.64992,0.48928,0.54,0.39328,1.05545,1.16616,1.17693,0.0079375,0.0079375,0.0079375
127,18126.4,1.15253,1.39853,1.19848,0.65078,0.48918,0.54058,0.39355,1.05476,1.16472,1.17603,0.007921,0.007921,0.007921
128,18370,1.15921,1.4032,1.2024,0.65107,0.49,0.54095,0.39394,1.05413,1.16269,1.17529,0.0079045,0.0079045,0.0079045
129,18614.7,1.15891,1.40203,1.20174,0.65422,0.49035,0.54163,0.3946,1.05341,1.16079,1.17459,0.007888,0.007888,0.007888
130,18859.3,1.15913,1.40143,1.20314,0.65378,0.49168,0.54178,0.39511,1.05284,1.1591,1.17406,0.0078715,0.0078715,0.0078715
131,19104.4,1.15072,1.39499,1.19994,0.65015,0.49447,0.54289,0.39593,1.05205,1.15692,1.17338,0.007855,0.007855,0.007855
132,19348,1.15051,1.39069,1.19972,0.65039,0.49571,0.54379,0.39647,1.05147,1.15454,1.17288,0.0078385,0.0078385,0.0078385
133,19592.2,1.14997,1.39202,1.20077,0.65239,0.49549,0.54434,0.3969,1.05122,1.1526,1.17248,0.007822,0.007822,0.007822
134,19836.4,1.15746,1.40101,1.20294,0.6525,0.49661,0.54505,0.39726,1.05097,1.15093,1.17196,0.0078055,0.0078055,0.0078055
135,20080.4,1.15959,1.40287,1.20303,0.65468,0.49683,0.5456,0.39783,1.05025,1.14904,1.17136,0.007789,0.007789,0.007789
136,20324.3,1.15435,1.4025,1.20157,0.6544,0.49822,0.54611,0.3983,1.04962,1.14699,1.17067,0.0077725,0.0077725,0.0077725
137,20568,1.16072,1.39897,1.20239,0.65412,0.49803,0.54648,0.39874,1.04926,1.14542,1.17005,0.007756,0.007756,0.007756
138,20811.6,1.1515,1.39099,1.19968,0.6576,0.49816,0.54726,0.39933,1.04886,1.14367,1.16963,0.0077395,0.0077395,0.0077395
139,21054.9,1.15296,1.39291,1.20025,0.65777,0.49953,0.54795,0.39981,1.04829,1.14201,1.16893,0.007723,0.007723,0.007723
140,21297.6,1.15097,1.38978,1.20018,0.65661,0.50032,0.54861,0.40049,1.0478,1.1398,1.16821,0.0077065,0.0077065,0.0077065
141,21541.4,1.1501,1.39093,1.20067,0.65972,0.50007,0.54942,0.40106,1.04717,1.13736,1.16755,0.00769,0.00769,0.00769
142,21784.8,1.15752,1.38305,1.20171,0.66096,0.49978,0.54998,0.40142,1.04638,1.13532,1.16683,0.0076735,0.0076735,0.0076735
143,22028.5,1.15639,1.38675,1.2011,0.66086,0.49983,0.55049,0.40197,1.04563,1.13311,1.16605,0.007657,0.007657,0.007657
144,22272.6,1.15288,1.38043,1.19748,0.66128,0.50029,0.55121,0.40251,1.045,1.13099,1.16549,0.0076405,0.0076405,0.0076405
145,22517,1.15168,1.39227,1.1998,0.6572,0.50212,0.55175,0.403,1.04462,1.12904,1.1649,0.007624,0.007624,0.007624
146,22760.6,1.14874,1.38314,1.20097,0.65792,0.50161,0.55242,0.40354,1.0441,1.12718,1.16454,0.0076075,0.0076075,0.0076075
147,23006.5,1.14933,1.38779,1.19973,0.65902,0.50255,0.55303,0.40402,1.04379,1.1255,1.16417,0.007591,0.007591,0.007591
148,23250.8,1.1486,1.38281,1.19687,0.65818,0.50299,0.55388,0.40458,1.04355,1.12346,1.16386,0.0075745,0.0075745,0.0075745
149,23494.5,1.14743,1.38472,1.19775,0.65888,0.50378,0.55422,0.40492,1.0433,1.12218,1.16354,0.007558,0.007558,0.007558
150,23738.8,1.14793,1.38057,1.19738,0.66034,0.50361,0.55476,0.40516,1.04278,1.12047,1.16302,0.0075415,0.0075415,0.0075415
151,23982.7,1.14911,1.37724,1.19482,0.65787,0.50533,0.55563,0.40583,1.04238,1.11888,1.16254,0.007525,0.007525,0.007525
152,24226.2,1.15018,1.38172,1.1982,0.65601,0.5069,0.55628,0.40618,1.04202,1.11743,1.16219,0.0075085,0.0075085,0.0075085
153,24470.6,1.15006,1.38028,1.19829,0.65792,0.50644,0.55691,0.4066,1.04177,1.11575,1.16183,0.007492,0.007492,0.007492
154,24715,1.1521,1.38208,1.19945,0.65704,0.50894,0.55749,0.40705,1.04148,1.114,1.1615,0.0074755,0.0074755,0.0074755
155,24958.6,1.14906,1.37955,1.19543,0.65735,0.50897,0.55795,0.40751,1.04124,1.11241,1.16113,0.007459,0.007459,0.007459
156,25202.5,1.14707,1.3776,1.19589,0.65622,0.51014,0.55854,0.40808,1.04143,1.11051,1.16126,0.0074425,0.0074425,0.0074425
157,25446.4,1.14858,1.37158,1.19533,0.65471,0.51095,0.55896,0.40842,1.04093,1.10915,1.16081,0.007426,0.007426,0.007426
158,25690.2,1.1456,1.37241,1.19265,0.65186,0.51213,0.55934,0.40854,1.04025,1.10748,1.16016,0.0074095,0.0074095,0.0074095
159,25935.9,1.14938,1.3777,1.19565,0.65266,0.5122,0.56002,0.40907,1.03963,1.1059,1.15953,0.007393,0.007393,0.007393
160,26179.4,1.14248,1.36921,1.19251,0.648,0.5156,0.56054,0.40937,1.03931,1.10447,1.15896,0.0073765,0.0073765,0.0073765
161,26423.4,1.14653,1.37822,1.19563,0.64548,0.51727,0.56096,0.40991,1.03913,1.10313,1.1587,0.00736,0.00736,0.00736
162,26667.5,1.14345,1.37596,1.19405,0.64798,0.51626,0.56165,0.41054,1.03861,1.10157,1.15837,0.0073435,0.0073435,0.0073435
163,26911.2,1.1446,1.38447,1.19687,0.64609,0.51706,0.56233,0.41089,1.0383,1.1002,1.15794,0.007327,0.007327,0.007327
164,27155.1,1.14231,1.36255,1.19142,0.64793,0.51605,0.56255,0.41116,1.03802,1.09849,1.15768,0.0073105,0.0073105,0.0073105
165,27400,1.14188,1.36527,1.19252,0.64756,0.51716,0.563,0.41167,1.0377,1.09675,1.15741,0.007294,0.007294,0.007294
166,27645.1,1.14548,1.36143,1.19152,0.64761,0.51728,0.56368,0.41202,1.03746,1.09519,1.15707,0.0072775,0.0072775,0.0072775
167,27890,1.14489,1.36552,1.19413,0.64655,0.51822,0.56392,0.4124,1.03707,1.09338,1.15688,0.007261,0.007261,0.007261
168,28134.8,1.13999,1.36757,1.19135,0.64513,0.52059,0.56443,0.41287,1.03679,1.09171,1.1565,0.0072445,0.0072445,0.0072445
169,28379.4,1.14232,1.37151,1.19428,0.64723,0.52012,0.56499,0.41304,1.03671,1.09031,1.15626,0.007228,0.007228,0.007228
170,28624,1.1397,1.36357,1.19154,0.64643,0.52084,0.56542,0.41321,1.03644,1.08923,1.15595,0.0072115,0.0072115,0.0072115
171,28868.3,1.14294,1.36325,1.19264,0.64296,0.52395,0.5664,0.4139,1.0361,1.08809,1.15574,0.007195,0.007195,0.007195
172,29113.5,1.14344,1.36377,1.19142,0.64543,0.52255,0.56686,0.41425,1.03587,1.08645,1.15551,0.0071785,0.0071785,0.0071785
173,29356.9,1.14197,1.36239,1.19089,0.64923,0.52078,0.56702,0.41457,1.0355,1.08515,1.15518,0.007162,0.007162,0.007162
174,29603.3,1.13809,1.35566,1.19157,0.65126,0.52052,0.56756,0.41506,1.03531,1.08375,1.15483,0.0071455,0.0071455,0.0071455
175,29846.9,1.14232,1.36127,1.19225,0.64659,0.52207,0.56801,0.41529,1.035,1.08249,1.15433,0.007129,0.007129,0.007129
176,30090.8,1.14158,1.36024,1.18962,0.64268,0.52453,0.56849,0.41571,1.03465,1.08107,1.15392,0.0071125,0.0071125,0.0071125
177,30334,1.1387,1.36568,1.19238,0.64429,0.52415,0.56862,0.41593,1.03423,1.08027,1.15341,0.007096,0.007096,0.007096
178,30578,1.14358,1.35873,1.19037,0.64475,0.52562,0.56904,0.41611,1.0342,1.07948,1.15319,0.0070795,0.0070795,0.0070795
179,30821.8,1.14945,1.35935,1.19269,0.646,0.52642,0.56956,0.41663,1.03382,1.07854,1.15273,0.007063,0.007063,0.007063
180,31065.1,1.13811,1.35648,1.19134,0.64314,0.52816,0.56985,0.41691,1.0335,1.07732,1.15242,0.0070465,0.0070465,0.0070465
181,31308.4,1.14099,1.35915,1.18809,0.64341,0.52784,0.57003,0.41731,1.03342,1.07665,1.15224,0.00703,0.00703,0.00703
182,31551.8,1.1396,1.35049,1.18936,0.64339,0.5303,0.5702,0.4173,1.03346,1.07563,1.15214,0.0070135,0.0070135,0.0070135
183,31796.1,1.13817,1.35073,1.18794,0.64317,0.53046,0.57048,0.41749,1.03308,1.07476,1.15168,0.006997,0.006997,0.006997
184,32040.7,1.13968,1.35377,1.18947,0.6424,0.53206,0.57104,0.41765,1.0331,1.0736,1.1517,0.0069805,0.0069805,0.0069805
185,32285,1.14277,1.35189,1.1874,0.64152,0.53251,0.57143,0.41805,1.03281,1.07274,1.15121,0.006964,0.006964,0.006964
186,32528.6,1.13391,1.35234,1.18812,0.64508,0.5312,0.57171,0.41815,1.03257,1.07162,1.15098,0.0069475,0.0069475,0.0069475
187,32773.6,1.13684,1.35315,1.18755,0.64308,0.53352,0.57213,0.4185,1.03217,1.07092,1.15065,0.006931,0.006931,0.006931
