epoch ,time    ,train/box_loss ,train/seg_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,metrics/precision(M) ,metrics/recall(M) ,metrics/mAP50(M) ,metrics/mAP50-95(M) ,val/box_loss ,val/seg_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0      ,lr/pg1      ,lr/pg2
   29 ,7003.17 ,       1.15218 ,       2.57125 ,       1.40308 ,       1.19852 ,             0.65668 ,          0.52244 ,         0.577   ,            0.41929 ,             0.65556 ,          0.50278 ,         0.54479 ,            0.34409 ,     1.0141  ,     2.26528 ,     1.07215 ,     1.08773 ,0.00082675  ,0.00082675  ,0.00082675
30,7184.34,1.15536,2.57148,1.3996,1.196,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000820563,0.000820563,0.000820563
31,7366.42,1.1508,2.5588,1.3924,1.19371,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000814375,0.000814375,0.000814375
32,7548.16,1.15143,2.57686,1.40201,1.19762,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000808188,0.000808188,0.000808188
33,7729.86,1.14381,2.55021,1.37677,1.19112,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000802,0.000802,0.000802
34,7911.46,1.14293,2.53846,1.38456,1.19267,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000795812,0.000795812,0.000795812
35,8094.59,1.14651,2.55018,1.38665,1.1913,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000789625,0.000789625,0.000789625
36,8275.69,1.14838,2.54562,1.37301,1.19122,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000783438,0.000783438,0.000783438
37,8457.33,1.15037,2.55596,1.38138,1.1953,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.00077725,0.00077725,0.00077725
38,8638.96,1.14374,2.54745,1.3757,1.19177,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000771063,0.000771063,0.000771063
39,8821.52,1.13776,2.53954,1.37825,1.18889,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000764875,0.000764875,0.000764875
40,9003.74,1.1483,2.55177,1.37677,1.19205,0.65668,0.52244,0.577,0.41929,0.65556,0.50278,0.54479,0.34409,1.0141,2.26528,1.07215,1.08773,0.000758687,0.000758687,0.000758687
41,9884.76,1.14937,2.55019,1.37486,1.19314,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.0007525,0.0007525,0.0007525
42,10066.7,1.14994,2.56009,1.383,1.19452,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000746313,0.000746313,0.000746313
43,10247,1.14099,2.5335,1.36782,1.18686,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000740125,0.000740125,0.000740125
44,10428.1,1.13393,2.51847,1.35836,1.18453,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000733937,0.000733937,0.000733937
45,10609,1.13732,2.53503,1.36361,1.18764,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.00072775,0.00072775,0.00072775
46,10790,1.14307,2.54281,1.36913,1.19059,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000721562,0.000721562,0.000721562
47,10970,1.13568,2.5302,1.35703,1.18589,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000715375,0.000715375,0.000715375
48,11151.1,1.1358,2.52511,1.34567,1.18345,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000709188,0.000709188,0.000709188
49,11331.7,1.14063,2.52802,1.35072,1.18529,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000703,0.000703,0.000703
50,11511.2,1.13874,2.53306,1.35533,1.18684,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000696812,0.000696812,0.000696812
51,11691.5,1.13279,2.53466,1.35037,1.18484,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000690625,0.000690625,0.000690625
52,11871.2,1.13612,2.53272,1.35775,1.18782,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000684438,0.000684438,0.000684438
53,12051.4,1.13099,2.51077,1.34132,1.18143,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.00067825,0.00067825,0.00067825
54,12230.7,1.13764,2.53158,1.35063,1.1863,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000672063,0.000672063,0.000672063
55,12409.3,1.13253,2.52376,1.33282,1.18182,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000665875,0.000665875,0.000665875
56,12588.7,1.13077,2.51093,1.33779,1.18198,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000659688,0.000659688,0.000659688
57,12767.9,1.12784,2.5094,1.3334,1.18069,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.0006535,0.0006535,0.0006535
58,12947.6,1.13555,2.52182,1.34078,1.18354,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000647313,0.000647313,0.000647313
59,13126.7,1.12883,2.51581,1.3272,1.17796,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000641125,0.000641125,0.000641125
60,13308.1,1.12731,2.51285,1.32367,1.1796,0.66136,0.53828,0.59068,0.43046,0.65918,0.51725,0.55905,0.35351,1.00465,2.24259,1.04348,1.0793,0.000634937,0.000634937,0.000634937
61,14172.7,1.12793,2.50455,1.33067,1.17896,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.00062875,0.00062875,0.00062875
62,14353,1.1306,2.51858,1.32995,1.17902,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000622563,0.000622563,0.000622563
63,14531.9,1.12833,2.50892,1.32053,1.17882,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000616375,0.000616375,0.000616375
64,14712,1.12584,2.51094,1.33303,1.18032,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000610188,0.000610188,0.000610188
65,14891.3,1.122,2.49152,1.31514,1.17551,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000604,0.000604,0.000604
66,15070.8,1.12542,2.49657,1.32139,1.17616,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000597812,0.000597812,0.000597812
67,15250.7,1.11872,2.48946,1.31891,1.17588,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000591625,0.000591625,0.000591625
68,15430,1.12528,2.49699,1.32009,1.17597,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000585438,0.000585438,0.000585438
69,15609.4,1.11465,2.47155,1.31611,1.17458,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.00057925,0.00057925,0.00057925
70,15788.4,1.12144,2.48999,1.30709,1.17354,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000573063,0.000573063,0.000573063
71,15967,1.11848,2.47846,1.30665,1.17136,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000566875,0.000566875,0.000566875
72,16145.6,1.11848,2.48785,1.3123,1.17599,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000560687,0.000560687,0.000560687
73,16323.9,1.12478,2.49552,1.31268,1.17546,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.0005545,0.0005545,0.0005545
74,16502.4,1.11607,2.47879,1.29389,1.17112,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000548312,0.000548312,0.000548312
75,16681.5,1.12056,2.48904,1.29758,1.17191,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000542125,0.000542125,0.000542125
76,16861.3,1.11848,2.48251,1.30754,1.17403,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000535937,0.000535937,0.000535937
77,17040.5,1.11848,2.48431,1.3028,1.17001,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.00052975,0.00052975,0.00052975
78,17219.9,1.112,2.4715,1.29707,1.17094,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000523563,0.000523563,0.000523563
79,17399.4,1.11421,2.4753,1.30007,1.16832,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000517375,0.000517375,0.000517375
80,17578.7,1.10722,2.46416,1.28504,1.16408,0.67199,0.54644,0.60125,0.43906,0.67177,0.52576,0.56983,0.36003,0.99898,2.22422,1.02458,1.0742,0.000511188,0.000511188,0.000511188
81,18436.3,1.11203,2.47449,1.2854,1.1684,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000505,0.000505,0.000505
82,18616.2,1.11294,2.45912,1.29063,1.16538,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000498813,0.000498813,0.000498813
83,18797.1,1.10883,2.469,1.28941,1.16791,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000492625,0.000492625,0.000492625
84,18977.4,1.10264,2.44334,1.28158,1.16474,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000486437,0.000486437,0.000486437
85,19158.1,1.11603,2.48137,1.29731,1.17072,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.00048025,0.00048025,0.00048025
86,19339.1,1.10493,2.45076,1.28068,1.16496,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000474062,0.000474062,0.000474062
87,19519.6,1.11726,2.46994,1.28504,1.16605,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000467875,0.000467875,0.000467875
88,19700,1.10801,2.45925,1.28203,1.16743,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000461688,0.000461688,0.000461688
89,19880.4,1.09672,2.42814,1.27667,1.16259,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.0004555,0.0004555,0.0004555
90,20061.2,1.10103,2.45229,1.27838,1.16247,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000449313,0.000449313,0.000449313
91,20242.3,1.10118,2.44848,1.27217,1.16241,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000443125,0.000443125,0.000443125
92,20422.4,1.10803,2.45064,1.27707,1.16707,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000436938,0.000436938,0.000436938
93,20602.3,1.09941,2.44111,1.26011,1.16082,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.00043075,0.00043075,0.00043075
94,20782.1,1.09918,2.43473,1.26822,1.16487,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000424562,0.000424562,0.000424562
95,20961.5,1.10144,2.44408,1.26378,1.16175,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000418375,0.000418375,0.000418375
96,21141.8,1.10695,2.45124,1.26376,1.1622,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000412188,0.000412188,0.000412188
97,21321.3,1.10202,2.44174,1.26021,1.15941,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000406,0.000406,0.000406
98,21499.6,1.09394,2.42044,1.25782,1.15734,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000399813,0.000399813,0.000399813
99,21678.9,1.09245,2.41147,1.24792,1.15862,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000393625,0.000393625,0.000393625
100,21857.8,1.09825,2.43677,1.2482,1.1574,0.66446,0.56056,0.60811,0.44533,0.67072,0.53336,0.57539,0.36436,0.99482,2.21151,1.00986,1.07049,0.000387437,0.000387437,0.000387437
101,22718.2,1.1032,2.44849,1.25458,1.16002,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.00038125,0.00038125,0.00038125
102,22896.5,1.09084,2.42465,1.24843,1.15564,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000375063,0.000375063,0.000375063
103,23074.5,1.08851,2.42219,1.24188,1.15514,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000368875,0.000368875,0.000368875
104,23254.3,1.09261,2.43017,1.24956,1.15572,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000362687,0.000362687,0.000362687
105,23433.5,1.09054,2.41843,1.24285,1.15606,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.0003565,0.0003565,0.0003565
106,23612.4,1.0854,2.39922,1.2273,1.15074,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000350313,0.000350313,0.000350313
107,23791.8,1.08888,2.42404,1.24439,1.15267,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000344125,0.000344125,0.000344125
108,23971.6,1.08761,2.41098,1.2313,1.1549,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000337938,0.000337938,0.000337938
109,24150.8,1.08758,2.41956,1.23115,1.14991,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.00033175,0.00033175,0.00033175
110,24329.5,1.08477,2.40684,1.22461,1.14764,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000325563,0.000325563,0.000325563
111,24509.8,1.07935,2.38844,1.22443,1.14813,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000319375,0.000319375,0.000319375
112,24689,1.08724,2.42455,1.23595,1.15424,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000313187,0.000313187,0.000313187
113,24867.2,1.08208,2.40054,1.22864,1.15104,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000307,0.000307,0.000307
114,25046,1.08971,2.42288,1.23382,1.15364,0.67752,0.56243,0.61439,0.44989,0.67798,0.53937,0.58044,0.36772,0.99041,2.19746,1.00106,1.06574,0.000300812,0.000300812,0.000300812
