epoch ,time      ,train/box ,train/seg ,train/cls ,train/dfl ,tp_metrics/precision(B) ,tp_metrics/recall(B) ,tp_metrics/mAP50(B) ,tp_metrics/mAP50-95(B) ,tp_metrics/precision(M) ,tp_metrics/recall(M) ,tp_metrics/mAP50(M) ,tp_metrics/mAP50-95(M) ,tp_metrics/APr(B) ,tp_metrics/APc(B) ,tp_metrics/APf(B) ,tp_metrics/APr(M) ,tp_metrics/APc(M) ,tp_metrics/APf(M) ,val/box ,val/seg ,val/cls ,val/dfl ,lr/pg0      ,lr/pg1      ,lr/pg2
   18 , 79437.8  ,  1.06605 ,  2.2222  ,  1.7885  ,  1.20332 ,                0.27867 ,             0.15726 ,            0.31947 ,               0.23139 ,                0.28569 ,             0.14976 ,            0.29666 ,               0.19936 ,          0.18215 ,          0.22228 ,          0.24834 ,          0.17085 ,          0.19408 ,          0.20917 ,1.24418 ,2.71244 ,6.08841 ,1.24717 ,0.000878    ,0.000878    ,0.000878
   19 , 83229.4  ,  1.06142 ,  2.20889 ,  1.77735 ,  1.20038 ,                0.27867 ,             0.15726 ,            0.31947 ,               0.23139 ,                0.28569 ,             0.14976 ,            0.29666 ,               0.19936 ,          0.18215 ,          0.22228 ,          0.24834 ,          0.17085 ,          0.19408 ,          0.20917 ,1.24418 ,2.71244 ,6.08841 ,1.24717 ,0.000812    ,0.000812    ,0.000812
   20 , 86995.3  ,  1.05287 ,  2.19145 ,  1.76346 ,  1.19596 ,                0.27867 ,             0.15726 ,            0.31947 ,               0.23139 ,                0.28569 ,             0.14976 ,            0.29666 ,               0.19936 ,          0.18215 ,          0.22228 ,          0.24834 ,          0.17085 ,          0.19408 ,          0.20917 ,1.24418 ,2.71244 ,6.08841 ,1.24717 ,0.000746    ,0.000746    ,0.000746
   21 , 93720.9  ,  1.04605 ,  2.17587 ,  1.75201 ,  1.19244 ,                0.25378 ,             0.18455 ,            0.33264 ,               0.23957 ,                0.25459 ,             0.17895 ,            0.31178 ,               0.208   ,          0.19364 ,          0.22896 ,          0.25725 ,          0.1772  ,          0.20377 ,          0.21729 ,1.23107 ,2.69445 ,5.62155 ,1.23513 ,0.00068     ,0.00068     ,0.00068
   22 , 97493.7  ,  1.04042 ,  2.16152 ,  1.73491 ,  1.18776 ,                0.25378 ,             0.18455 ,            0.33264 ,               0.23957 ,                0.25459 ,             0.17895 ,            0.31178 ,               0.208   ,          0.19364 ,          0.22896 ,          0.25725 ,          0.1772  ,          0.20377 ,          0.21729 ,1.23107 ,2.69445 ,5.62155 ,1.23513 ,0.000614    ,0.000614    ,0.000614
   23 ,101263    ,  1.03333 ,  2.14947 ,  1.72428 ,  1.1842  ,                0.25378 ,             0.18455 ,            0.33264 ,               0.23957 ,                0.25459 ,             0.17895 ,            0.31178 ,               0.208   ,          0.19364 ,          0.22896 ,          0.25725 ,          0.1772  ,          0.20377 ,          0.21729 ,1.23107 ,2.69445 ,5.62155 ,1.23513 ,0.000548    ,0.000548    ,0.000548
   24 ,105052    ,  1.02369 ,  2.12774 ,  1.70473 ,  1.17821 ,                0.25378 ,             0.18455 ,            0.33264 ,               0.23957 ,                0.25459 ,             0.17895 ,            0.31178 ,               0.208   ,          0.19364 ,          0.22896 ,          0.25725 ,          0.1772  ,          0.20377 ,          0.21729 ,1.23107 ,2.69445 ,5.62155 ,1.23513 ,0.000482    ,0.000482    ,0.000482
   25 ,108794    ,  1.01699 ,  2.1178  ,  1.69193 ,  1.17408 ,                0.25378 ,             0.18455 ,            0.33264 ,               0.23957 ,                0.25459 ,             0.17895 ,            0.31178 ,               0.208   ,          0.19364 ,          0.22896 ,          0.25725 ,          0.1772  ,          0.20377 ,          0.21729 ,1.23107 ,2.69445 ,5.62155 ,1.23513 ,0.000416    ,0.000416    ,0.000416
   26 ,115517    ,  1.00835 ,  2.09674 ,  1.67512 ,  1.16911 ,                0.23981 ,             0.18513 ,            0.34742 ,               0.25031 ,                0.25838 ,             0.17218 ,            0.32211 ,               0.21735 ,          0.19802 ,          0.24178 ,          0.26728 ,          0.18198 ,          0.21473 ,          0.22603 ,1.21332 ,2.66166 ,5.29888 ,1.22063 ,0.00035     ,0.00035     ,0.00035
   27 ,122122    ,  0.99634 ,  2.07167 ,  1.65427 ,  1.16288 ,                0.25975 ,             0.1729  ,            0.34723 ,               0.24898 ,                0.27288 ,             0.16527 ,            0.32241 ,               0.21587 ,          0.21628 ,          0.23428 ,          0.2679  ,          0.19724 ,          0.20771 ,          0.22646 ,1.21147 ,2.6529  ,5.29332 ,1.2175  ,0.000284    ,0.000284    ,0.000284
   28 ,128827    ,  0.98416 ,  2.04202 ,  1.63171 ,  1.15658 ,                0.24674 ,             0.17975 ,            0.34735 ,               0.25072 ,                0.25297 ,             0.17178 ,            0.32254 ,               0.21717 ,          0.21118 ,          0.23798 ,          0.26913 ,          0.18796 ,          0.21084 ,          0.22803 ,1.21001 ,2.6481  ,5.2178  ,1.21513 ,0.000218    ,0.000218    ,0.000218
   29 ,135106    ,  0.97456 ,  2.02142 ,  1.60657 ,  1.14901 ,                0.23499 ,             0.18615 ,            0.34801 ,               0.25161 ,                0.23497 ,             0.18224 ,            0.32352 ,               0.21891 ,          0.19896 ,          0.24126 ,          0.27026 ,          0.17737 ,          0.21563 ,          0.2293  ,1.20744 ,2.63939 ,5.24057 ,1.21243 ,0.000152    ,0.000152    ,0.000152
   30 ,141647    ,  0.96077 ,  1.99244 ,  1.5806  ,  1.14165 ,                0.2342  ,             0.18202 ,            0.34891 ,               0.25194 ,                0.23215 ,             0.17637 ,            0.32262 ,               0.21941 ,          0.19297 ,          0.24393 ,          0.26966 ,          0.17143 ,          0.21751 ,          0.22972 ,1.20584 ,2.63452 ,5.18952 ,1.21099 ,8.6e-05     ,8.6e-05     ,8.6e-05
