epoch ,time      ,train/box ,train/seg ,train/cls ,train/dfl ,tp_metrics/precision(B) ,tp_metrics/recall(B) ,tp_metrics/mAP50(B) ,tp_metrics/mAP50-95(B) ,tp_metrics/precision(M) ,tp_metrics/recall(M) ,tp_metrics/mAP50(M) ,tp_metrics/mAP50-95(M) ,tp_metrics/APr(B) ,tp_metrics/APc(B) ,tp_metrics/APf(B) ,tp_metrics/APr(M) ,tp_metrics/APc(M) ,tp_metrics/APf(M) ,val/box ,val/seg ,val/cls ,val/dfl ,lr/pg0      ,lr/pg1      ,lr/pg2
   11 , 46291.4  ,  0.93136 ,  1.94892 ,  1.63886 ,  1.18422 ,                0.24722 ,             0.2105  ,            0.38775 ,               0.29237 ,                0.25962 ,             0.19997 ,            0.36569 ,               0.25104 ,          0.25465 ,          0.27988 ,          0.31024 ,          0.22287 ,          0.24683 ,          0.25984 ,1.08868 ,2.39215 ,5.86704 ,1.2266  ,0.00134     ,0.00134     ,0.00134
   12 , 50011.4  ,  0.92459 ,  1.93545 ,  1.62512 ,  1.17979 ,                0.24722 ,             0.2105  ,            0.38775 ,               0.29237 ,                0.25962 ,             0.19997 ,            0.36569 ,               0.25104 ,          0.25465 ,          0.27988 ,          0.31024 ,          0.22287 ,          0.24683 ,          0.25984 ,1.08868 ,2.39215 ,5.86704 ,1.2266  ,0.001274    ,0.001274    ,0.001274
   13 , 53778.8  ,  0.91857 ,  1.91755 ,  1.61318 ,  1.176   ,                0.24722 ,             0.2105  ,            0.38775 ,               0.29237 ,                0.25962 ,             0.19997 ,            0.36569 ,               0.25104 ,          0.25465 ,          0.27988 ,          0.31024 ,          0.22287 ,          0.24683 ,          0.25984 ,1.08868 ,2.39215 ,5.86704 ,1.2266  ,0.001208    ,0.001208    ,0.001208
   14 , 57542.4  ,  0.91177 ,  1.90419 ,  1.60178 ,  1.17206 ,                0.24722 ,             0.2105  ,            0.38775 ,               0.29237 ,                0.25962 ,             0.19997 ,            0.36569 ,               0.25104 ,          0.25465 ,          0.27988 ,          0.31024 ,          0.22287 ,          0.24683 ,          0.25984 ,1.08868 ,2.39215 ,5.86704 ,1.2266  ,0.001142    ,0.001142    ,0.001142
   15 , 61305.7  ,  0.90829 ,  1.89472 ,  1.59101 ,  1.16815 ,                0.24722 ,             0.2105  ,            0.38775 ,               0.29237 ,                0.25962 ,             0.19997 ,            0.36569 ,               0.25104 ,          0.25465 ,          0.27988 ,          0.31024 ,          0.22287 ,          0.24683 ,          0.25984 ,1.08868 ,2.39215 ,5.86704 ,1.2266  ,0.001076    ,0.001076    ,0.001076
   16 , 66696.1  ,  0.90334 ,  1.8861  ,  1.57989 ,  1.16549 ,                0.28925 ,             0.19619 ,            0.40167 ,               0.30259 ,                0.28727 ,             0.19206 ,            0.37782 ,               0.2604  ,          0.24023 ,          0.29672 ,          0.31902 ,          0.21817 ,          0.26068 ,          0.26775 ,1.07736 ,2.38721 ,5.46647 ,1.21633 ,0.00101     ,0.00101     ,0.00101
   17 , 70421.8  ,  0.89831 ,  1.87277 ,  1.56918 ,  1.16145 ,                0.28925 ,             0.19619 ,            0.40167 ,               0.30259 ,                0.28727 ,             0.19206 ,            0.37782 ,               0.2604  ,          0.24023 ,          0.29672 ,          0.31902 ,          0.21817 ,          0.26068 ,          0.26775 ,1.07736 ,2.38721 ,5.46647 ,1.21633 ,0.000944    ,0.000944    ,0.000944
   18 , 74240.2  ,  0.89249 ,  1.86075 ,  1.55822 ,  1.15765 ,                0.28925 ,             0.19619 ,            0.40167 ,               0.30259 ,                0.28727 ,             0.19206 ,            0.37782 ,               0.2604  ,          0.24023 ,          0.29672 ,          0.31902 ,          0.21817 ,          0.26068 ,          0.26775 ,1.07736 ,2.38721 ,5.46647 ,1.21633 ,0.000878    ,0.000878    ,0.000878
   19 , 77992.5  ,  0.88702 ,  1.84688 ,  1.54614 ,  1.15332 ,                0.28925 ,             0.19619 ,            0.40167 ,               0.30259 ,                0.28727 ,             0.19206 ,            0.37782 ,               0.2604  ,          0.24023 ,          0.29672 ,          0.31902 ,          0.21817 ,          0.26068 ,          0.26775 ,1.07736 ,2.38721 ,5.46647 ,1.21633 ,0.000812    ,0.000812    ,0.000812
   20 , 81781.4  ,  0.87973 ,  1.82958 ,  1.53439 ,  1.14934 ,                0.28925 ,             0.19619 ,            0.40167 ,               0.30259 ,                0.28727 ,             0.19206 ,            0.37782 ,               0.2604  ,          0.24023 ,          0.29672 ,          0.31902 ,          0.21817 ,          0.26068 ,          0.26775 ,1.07736 ,2.38721 ,5.46647 ,1.21633 ,0.000746    ,0.000746    ,0.000746
   21 , 87115.1  ,  0.87286 ,  1.81298 ,  1.52248 ,  1.14597 ,                0.25067 ,             0.21492 ,            0.41047 ,               0.31227 ,                0.24783 ,             0.21291 ,            0.39101 ,               0.26932 ,          0.26028 ,          0.30448 ,          0.32853 ,          0.23602 ,          0.26739 ,          0.27702 ,1.07213 ,2.36827 ,5.10272 ,1.20742 ,0.00068     ,0.00068     ,0.00068
   22 , 90906.7  ,  0.86652 ,  1.7982  ,  1.50458 ,  1.14051 ,                0.25067 ,             0.21492 ,            0.41047 ,               0.31227 ,                0.24783 ,             0.21291 ,            0.39101 ,               0.26932 ,          0.26028 ,          0.30448 ,          0.32853 ,          0.23602 ,          0.26739 ,          0.27702 ,1.07213 ,2.36827 ,5.10272 ,1.20742 ,0.000614    ,0.000614    ,0.000614
   23 , 94632.8  ,  0.86042 ,  1.78359 ,  1.49383 ,  1.13672 ,                0.25067 ,             0.21492 ,            0.41047 ,               0.31227 ,                0.24783 ,             0.21291 ,            0.39101 ,               0.26932 ,          0.26028 ,          0.30448 ,          0.32853 ,          0.23602 ,          0.26739 ,          0.27702 ,1.07213 ,2.36827 ,5.10272 ,1.20742 ,0.000548    ,0.000548    ,0.000548
   24 , 98425.6  ,  0.85024 ,  1.76201 ,  1.47568 ,  1.13016 ,                0.25067 ,             0.21492 ,            0.41047 ,               0.31227 ,                0.24783 ,             0.21291 ,            0.39101 ,               0.26932 ,          0.26028 ,          0.30448 ,          0.32853 ,          0.23602 ,          0.26739 ,          0.27702 ,1.07213 ,2.36827 ,5.10272 ,1.20742 ,0.000482    ,0.000482    ,0.000482
   25 ,102188    ,  0.84319 ,  1.74973 ,  1.46171 ,  1.12608 ,                0.25067 ,             0.21492 ,            0.41047 ,               0.31227 ,                0.24783 ,             0.21291 ,            0.39101 ,               0.26932 ,          0.26028 ,          0.30448 ,          0.32853 ,          0.23602 ,          0.26739 ,          0.27702 ,1.07213 ,2.36827 ,5.10272 ,1.20742 ,0.000416    ,0.000416    ,0.000416
   26 ,107539    ,  0.83404 ,  1.72561 ,  1.44417 ,  1.12068 ,                0.24939 ,             0.21705 ,            0.42514 ,               0.32461 ,                0.25113 ,             0.21221 ,            0.40524 ,               0.27946 ,          0.27182 ,          0.31918 ,          0.33893 ,          0.24049 ,          0.28257 ,          0.28371 ,1.05945 ,2.34743 ,4.72754 ,1.19472 ,0.00035     ,0.00035     ,0.00035
   27 ,112859    ,  0.82224 ,  1.69985 ,  1.42318 ,  1.11439 ,                0.26155 ,             0.21823 ,            0.42564 ,               0.32698 ,                0.26201 ,             0.21404 ,            0.40437 ,               0.28094 ,          0.27448 ,          0.32297 ,          0.33998 ,          0.24119 ,          0.28483 ,          0.28464 ,1.05834 ,2.3425  ,4.67914 ,1.19311 ,0.000284    ,0.000284    ,0.000284
   28 ,118217    ,  0.81043 ,  1.6691  ,  1.39972 ,  1.10742 ,                0.22637 ,             0.23885 ,            0.42417 ,               0.32391 ,                0.22541 ,             0.23401 ,            0.40245 ,               0.27948 ,          0.2574  ,          0.31912 ,          0.34014 ,          0.23423 ,          0.28095 ,          0.28633 ,1.05709 ,2.33704 ,4.62314 ,1.19075 ,0.000218    ,0.000218    ,0.000218
   29 ,123399    ,  0.79929 ,  1.64538 ,  1.37405 ,  1.09826 ,                0.21959 ,             0.24272 ,            0.42948 ,               0.32795 ,                0.21458 ,             0.23978 ,            0.4092  ,               0.28287 ,          0.28706 ,          0.31884 ,          0.34338 ,          0.25529 ,          0.28161 ,          0.28894 ,1.05461 ,2.3282  ,4.58151 ,1.18661 ,0.000152    ,0.000152    ,0.000152
   30 ,128618    ,  0.78527 ,  1.61304 ,  1.34743 ,  1.09101 ,                0.21663 ,             0.24315 ,            0.43452 ,               0.33254 ,                0.20978 ,             0.23973 ,            0.41204 ,               0.28497 ,          0.30761 ,          0.32207 ,          0.34631 ,          0.26735 ,          0.28105 ,          0.29163 ,1.05306 ,2.32468 ,4.53408 ,1.18542 ,8.6e-05     ,8.6e-05     ,8.6e-05
