epoch ,time      ,train/box ,train/seg ,train/cls ,train/dfl ,tp_metrics/precision(B) ,tp_metrics/recall(B) ,tp_metrics/mAP50(B) ,tp_metrics/mAP50-95(B) ,tp_metrics/precision(M) ,tp_metrics/recall(M) ,tp_metrics/mAP50(M) ,tp_metrics/mAP50-95(M) ,tp_metrics/APr(B) ,tp_metrics/APc(B) ,tp_metrics/APf(B) ,tp_metrics/APr(M) ,tp_metrics/APc(M) ,tp_metrics/APf(M) ,val/box ,val/seg ,val/cls ,val/dfl ,lr/pg0      ,lr/pg1      ,lr/pg2
   12 , 50150.2  ,  0.94662 ,  1.97161 ,  1.63289 ,  1.18649 ,                0.24456 ,             0.20418 ,            0.37391 ,               0.28007 ,                0.25335 ,             0.19693 ,            0.35392 ,               0.24151 ,          0.19856 ,          0.27269 ,          0.30128 ,          0.18208 ,          0.24094 ,          0.25271 ,1.11258 ,2.46715 ,5.34847 ,1.23585 ,0.001274    ,0.001274    ,0.001274
   13 , 53908.7  ,  0.94099 ,  1.95212 ,  1.61966 ,  1.18239 ,                0.24456 ,             0.20418 ,            0.37391 ,               0.28007 ,                0.25335 ,             0.19693 ,            0.35392 ,               0.24151 ,          0.19856 ,          0.27269 ,          0.30128 ,          0.18208 ,          0.24094 ,          0.25271 ,1.11258 ,2.46715 ,5.34847 ,1.23585 ,0.001208    ,0.001208    ,0.001208
   14 , 57724.9  ,  0.93349 ,  1.93845 ,  1.60902 ,  1.178   ,                0.24456 ,             0.20418 ,            0.37391 ,               0.28007 ,                0.25335 ,             0.19693 ,            0.35392 ,               0.24151 ,          0.19856 ,          0.27269 ,          0.30128 ,          0.18208 ,          0.24094 ,          0.25271 ,1.11258 ,2.46715 ,5.34847 ,1.23585 ,0.001142    ,0.001142    ,0.001142
   15 , 61460.6  ,  0.92909 ,  1.92767 ,  1.59677 ,  1.17461 ,                0.24456 ,             0.20418 ,            0.37391 ,               0.28007 ,                0.25335 ,             0.19693 ,            0.35392 ,               0.24151 ,          0.19856 ,          0.27269 ,          0.30128 ,          0.18208 ,          0.24094 ,          0.25271 ,1.11258 ,2.46715 ,5.34847 ,1.23585 ,0.001076    ,0.001076    ,0.001076
   16 , 66843.2  ,  0.92392 ,  1.91994 ,  1.58611 ,  1.17184 ,                0.2432  ,             0.21418 ,            0.39359 ,               0.29792 ,                0.24894 ,             0.20431 ,            0.37086 ,               0.25466 ,          0.22987 ,          0.29072 ,          0.31655 ,          0.20914 ,          0.25206 ,          0.26515 ,1.09495 ,2.44004 ,4.97927 ,1.22325 ,0.00101     ,0.00101     ,0.00101
   17 , 70576.2  ,  0.91906 ,  1.90567 ,  1.57484 ,  1.16857 ,                0.2432  ,             0.21418 ,            0.39359 ,               0.29792 ,                0.24894 ,             0.20431 ,            0.37086 ,               0.25466 ,          0.22987 ,          0.29072 ,          0.31655 ,          0.20914 ,          0.25206 ,          0.26515 ,1.09495 ,2.44004 ,4.97927 ,1.22325 ,0.000944    ,0.000944    ,0.000944
   18 , 74403.9  ,  0.9128  ,  1.89247 ,  1.56461 ,  1.16456 ,                0.2432  ,             0.21418 ,            0.39359 ,               0.29792 ,                0.24894 ,             0.20431 ,            0.37086 ,               0.25466 ,          0.22987 ,          0.29072 ,          0.31655 ,          0.20914 ,          0.25206 ,          0.26515 ,1.09495 ,2.44004 ,4.97927 ,1.22325 ,0.000878    ,0.000878    ,0.000878
   19 , 78165.1  ,  0.90766 ,  1.87882 ,  1.55239 ,  1.16111 ,                0.2432  ,             0.21418 ,            0.39359 ,               0.29792 ,                0.24894 ,             0.20431 ,            0.37086 ,               0.25466 ,          0.22987 ,          0.29072 ,          0.31655 ,          0.20914 ,          0.25206 ,          0.26515 ,1.09495 ,2.44004 ,4.97927 ,1.22325 ,0.000812    ,0.000812    ,0.000812
   20 , 82004    ,  0.8996  ,  1.86191 ,  1.53915 ,  1.15665 ,                0.2432  ,             0.21418 ,            0.39359 ,               0.29792 ,                0.24894 ,             0.20431 ,            0.37086 ,               0.25466 ,          0.22987 ,          0.29072 ,          0.31655 ,          0.20914 ,          0.25206 ,          0.26515 ,1.09495 ,2.44004 ,4.97927 ,1.22325 ,0.000746    ,0.000746    ,0.000746
   21 , 87318.3  ,  0.89283 ,  1.84614 ,  1.52816 ,  1.15348 ,                0.23811 ,             0.22804 ,            0.39921 ,               0.30141 ,                0.23704 ,             0.22564 ,            0.38103 ,               0.25892 ,          0.2289  ,          0.28837 ,          0.32602 ,          0.20391 ,          0.2543  ,          0.27291 ,1.08471 ,2.42499 ,4.65599 ,1.21354 ,0.00068     ,0.00068     ,0.00068
   22 , 91122.4  ,  0.88701 ,  1.83071 ,  1.51103 ,  1.14882 ,                0.23811 ,             0.22804 ,            0.39921 ,               0.30141 ,                0.23704 ,             0.22564 ,            0.38103 ,               0.25892 ,          0.2289  ,          0.28837 ,          0.32602 ,          0.20391 ,          0.2543  ,          0.27291 ,1.08471 ,2.42499 ,4.65599 ,1.21354 ,0.000614    ,0.000614    ,0.000614
   23 , 94978.8  ,  0.87978 ,  1.81661 ,  1.50013 ,  1.14474 ,                0.23811 ,             0.22804 ,            0.39921 ,               0.30141 ,                0.23704 ,             0.22564 ,            0.38103 ,               0.25892 ,          0.2289  ,          0.28837 ,          0.32602 ,          0.20391 ,          0.2543  ,          0.27291 ,1.08471 ,2.42499 ,4.65599 ,1.21354 ,0.000548    ,0.000548    ,0.000548
   24 , 98794.2  ,  0.86988 ,  1.79358 ,  1.48103 ,  1.13848 ,                0.23811 ,             0.22804 ,            0.39921 ,               0.30141 ,                0.23704 ,             0.22564 ,            0.38103 ,               0.25892 ,          0.2289  ,          0.28837 ,          0.32602 ,          0.20391 ,          0.2543  ,          0.27291 ,1.08471 ,2.42499 ,4.65599 ,1.21354 ,0.000482    ,0.000482    ,0.000482
   25 ,102580    ,  0.86284 ,  1.78122 ,  1.46671 ,  1.1342  ,                0.23811 ,             0.22804 ,            0.39921 ,               0.30141 ,                0.23704 ,             0.22564 ,            0.38103 ,               0.25892 ,          0.2289  ,          0.28837 ,          0.32602 ,          0.20391 ,          0.2543  ,          0.27291 ,1.08471 ,2.42499 ,4.65599 ,1.21354 ,0.000416    ,0.000416    ,0.000416
   26 ,107955    ,  0.85311 ,  1.75627 ,  1.44891 ,  1.12781 ,                0.24884 ,             0.21658 ,            0.42324 ,               0.32103 ,                0.23905 ,             0.21842 ,            0.40094 ,               0.27392 ,          0.24938 ,          0.31814 ,          0.33648 ,          0.21667 ,          0.27586 ,          0.2825  ,1.07136 ,2.39607 ,4.29557 ,1.20009 ,0.00035     ,0.00035     ,0.00035
   27 ,113294    ,  0.84134 ,  1.73025 ,  1.42838 ,  1.12143 ,                0.22755 ,             0.23082 ,            0.42204 ,               0.31995 ,                0.22621 ,             0.22854 ,            0.39936 ,               0.2718  ,          0.249   ,          0.31542 ,          0.33675 ,          0.21232 ,          0.27084 ,          0.28335 ,1.07053 ,2.39638 ,4.22705 ,1.1989  ,0.000284    ,0.000284    ,0.000284
   28 ,118602    ,  0.82856 ,  1.69931 ,  1.40457 ,  1.11384 ,                0.23468 ,             0.22571 ,            0.42378 ,               0.32292 ,                0.23822 ,             0.22301 ,            0.40331 ,               0.27514 ,          0.2456  ,          0.32011 ,          0.33932 ,          0.21818 ,          0.27602 ,          0.28462 ,1.06737 ,2.38641 ,4.16688 ,1.19519 ,0.000218    ,0.000218    ,0.000218
   29 ,123759    ,  0.81726 ,  1.67385 ,  1.37833 ,  1.10559 ,                0.21275 ,             0.24119 ,            0.42693 ,               0.32463 ,                0.23122 ,             0.22645 ,            0.40495 ,               0.27673 ,          0.25442 ,          0.32114 ,          0.34037 ,          0.21863 ,          0.2787  ,          0.28544 ,1.0626  ,2.37767 ,4.12163 ,1.19029 ,0.000152    ,0.000152    ,0.000152
   30 ,129040    ,  0.80308 ,  1.64193 ,  1.35129 ,  1.09763 ,                0.23643 ,             0.23176 ,            0.4251  ,               0.32409 ,                0.23947 ,             0.22593 ,            0.40511 ,               0.27713 ,          0.25604 ,          0.3187  ,          0.34111 ,          0.22477 ,          0.27793 ,          0.28583 ,1.06005 ,2.37236 ,4.08489 ,1.18692 ,8.6e-05     ,8.6e-05     ,8.6e-05
