epoch ,time     ,train/box_loss ,train/seg_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,metrics/precision(M) ,metrics/recall(M) ,metrics/mAP50(M) ,metrics/mAP50-95(M) ,val/box_loss ,val/seg_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0      ,lr/pg1      ,lr/pg2
   11 , 4921.88 ,       1.19766 ,       2.66146 ,       1.5548  ,       1.22995 ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000938125 ,0.000938125 ,0.000938125
   12 , 5175.98 ,       1.19875 ,       2.67394 ,       1.56272 ,       1.2362  ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000931938 ,0.000931938 ,0.000931938
   13 , 5429.87 ,       1.1856  ,       2.65338 ,       1.54387 ,       1.22623 ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.00092575  ,0.00092575  ,0.00092575
   14 , 5683.62 ,       1.18375 ,       2.64598 ,       1.53378 ,       1.22478 ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000919562 ,0.000919562 ,0.000919562
   15 , 5937.01 ,       1.17407 ,       2.62441 ,       1.52276 ,       1.22237 ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000913375 ,0.000913375 ,0.000913375
   16 , 6194.3  ,       1.18356 ,       2.64073 ,       1.53092 ,       1.22603 ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000907188 ,0.000907188 ,0.000907188
   17 , 6451.74 ,       1.18029 ,       2.63245 ,       1.51664 ,       1.22051 ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000901    ,0.000901    ,0.000901
   18 , 6713.34 ,       1.17702 ,       2.62938 ,       1.51135 ,       1.2186  ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000894812 ,0.000894812 ,0.000894812
   19 , 6975.76 ,       1.17949 ,       2.61933 ,       1.5111  ,       1.22061 ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000888625 ,0.000888625 ,0.000888625
   20 , 7235.72 ,       1.16647 ,       2.6084  ,       1.49636 ,       1.21353 ,             0.57343 ,          0.46311 ,         0.49569 ,            0.35059 ,             0.56195 ,          0.44385 ,         0.46554 ,            0.28878 ,     1.05511 ,     2.38502 ,     1.23981 ,     1.12036 ,0.000882437 ,0.000882437 ,0.000882437
   21 , 9008.49 ,       1.16629 ,       2.61042 ,       1.49471 ,       1.21645 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.00087625  ,0.00087625  ,0.00087625
   22 , 9264.68 ,       1.16588 ,       2.60066 ,       1.49032 ,       1.21383 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000870063 ,0.000870063 ,0.000870063
   23 , 9523.37 ,       1.17028 ,       2.60831 ,       1.49811 ,       1.21742 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000863875 ,0.000863875 ,0.000863875
   24 , 9782    ,       1.16905 ,       2.62053 ,       1.48969 ,       1.21555 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000857687 ,0.000857687 ,0.000857687
   25 ,10046.8  ,       1.16091 ,       2.59972 ,       1.47922 ,       1.20984 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.0008515   ,0.0008515   ,0.0008515
   26 ,10306.7  ,       1.16644 ,       2.601   ,       1.48155 ,       1.21353 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000845313 ,0.000845313 ,0.000845313
   27 ,10567    ,       1.16268 ,       2.60085 ,       1.48771 ,       1.21365 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000839125 ,0.000839125 ,0.000839125
   28 ,10826.3  ,       1.16345 ,       2.58759 ,       1.48566 ,       1.21301 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000832938 ,0.000832938 ,0.000832938
   29 ,11084    ,       1.15836 ,       2.58468 ,       1.47259 ,       1.21115 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.00082675  ,0.00082675  ,0.00082675
   30 ,11345    ,       1.1634  ,       2.59315 ,       1.47218 ,       1.20947 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000820563 ,0.000820563 ,0.000820563
   31 ,11606.9  ,       1.15416 ,       2.57513 ,       1.46073 ,       1.20464 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000814375 ,0.000814375 ,0.000814375
   32 ,11870.7  ,       1.15638 ,       2.59471 ,       1.471   ,       1.20966 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000808188 ,0.000808188 ,0.000808188
   33 ,12135.5  ,       1.15068 ,       2.57229 ,       1.45267 ,       1.20439 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000802    ,0.000802    ,0.000802
   34 ,12398.7  ,       1.14922 ,       2.5589  ,       1.4565  ,       1.20509 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000795812 ,0.000795812 ,0.000795812
   35 ,12658.3  ,       1.15176 ,       2.57484 ,       1.45866 ,       1.2037  ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000789625 ,0.000789625 ,0.000789625
   36 ,12918.5  ,       1.15462 ,       2.56817 ,       1.44418 ,       1.20352 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000783438 ,0.000783438 ,0.000783438
   37 ,13182.5  ,       1.15675 ,       2.57939 ,       1.45474 ,       1.20795 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.00077725  ,0.00077725  ,0.00077725
   38 ,13443.7  ,       1.15082 ,       2.57088 ,       1.44596 ,       1.20511 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000771063 ,0.000771063 ,0.000771063
   39 ,13705.7  ,       1.14555 ,       2.56361 ,       1.44812 ,       1.201   ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000764875 ,0.000764875 ,0.000764875
   40 ,13968.4  ,       1.15337 ,       2.56905 ,       1.44658 ,       1.20275 ,             0.63376 ,          0.5153  ,         0.56395 ,            0.40612 ,             0.63386 ,          0.49435 ,         0.53308 ,            0.33422 ,     1.02944 ,     2.27318 ,     1.11336 ,     1.104   ,0.000758687 ,0.000758687 ,0.000758687
   41 ,15648.4  ,       1.15739 ,       2.57548 ,       1.44733 ,       1.20655 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.0007525   ,0.0007525   ,0.0007525
   42 ,15903.8  ,       1.15588 ,       2.58363 ,       1.45856 ,       1.20662 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000746313 ,0.000746313 ,0.000746313
   43 ,16162.7  ,       1.14922 ,       2.56034 ,       1.44429 ,       1.19984 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000740125 ,0.000740125 ,0.000740125
   44 ,16421.3  ,       1.13981 ,       2.5432  ,       1.43454 ,       1.19694 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000733937 ,0.000733937 ,0.000733937
   45 ,16677.5  ,       1.14397 ,       2.56064 ,       1.43811 ,       1.20037 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.00072775  ,0.00072775  ,0.00072775
   46 ,16936.2  ,       1.15034 ,       2.56694 ,       1.44022 ,       1.20382 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000721562 ,0.000721562 ,0.000721562
   47 ,17196    ,       1.14404 ,       2.55513 ,       1.43101 ,       1.19941 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000715375 ,0.000715375 ,0.000715375
   48 ,17455.7  ,       1.14396 ,       2.54726 ,       1.41833 ,       1.19608 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000709188 ,0.000709188 ,0.000709188
   49 ,17712.1  ,       1.148   ,       2.55513 ,       1.42572 ,       1.19832 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000703    ,0.000703    ,0.000703
   50 ,17971.5  ,       1.14519 ,       2.55769 ,       1.43122 ,       1.20045 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000696812 ,0.000696812 ,0.000696812
   51 ,18227.3  ,       1.14187 ,       2.56066 ,       1.42502 ,       1.1986  ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000690625 ,0.000690625 ,0.000690625
   52 ,18484.8  ,       1.14487 ,       2.56066 ,       1.43487 ,       1.20136 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000684438 ,0.000684438 ,0.000684438
   53 ,18742.8  ,       1.13922 ,       2.53538 ,       1.41152 ,       1.19533 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.00067825  ,0.00067825  ,0.00067825
   54 ,19002.5  ,       1.14525 ,       2.55795 ,       1.42613 ,       1.20004 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000672063 ,0.000672063 ,0.000672063
   55 ,19258.5  ,       1.14122 ,       2.54706 ,       1.4128  ,       1.19543 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000665875 ,0.000665875 ,0.000665875
   56 ,19519.2  ,       1.13774 ,       2.53886 ,       1.41715 ,       1.19503 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000659688 ,0.000659688 ,0.000659688
   57 ,19778.2  ,       1.136   ,       2.53804 ,       1.41147 ,       1.19519 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.0006535   ,0.0006535   ,0.0006535
   58 ,20034.5  ,       1.14198 ,       2.54541 ,       1.4137  ,       1.1965  ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000647313 ,0.000647313 ,0.000647313
   59 ,20294.2  ,       1.13667 ,       2.54425 ,       1.40482 ,       1.19078 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000641125 ,0.000641125 ,0.000641125
   60 ,20552    ,       1.13544 ,       2.54302 ,       1.40069 ,       1.19273 ,             0.66298 ,          0.52398 ,         0.57868 ,            0.41833 ,             0.65434 ,          0.50793 ,         0.54756 ,            0.34329 ,     1.01741 ,     2.24759 ,     1.08311 ,     1.09463 ,0.000634937 ,0.000634937 ,0.000634937
   61 ,22202.7  ,       1.13558 ,       2.53176 ,       1.40671 ,       1.19271 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.00062875  ,0.00062875  ,0.00062875
   62 ,22459.7  ,       1.13848 ,       2.54887 ,       1.40715 ,       1.19221 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000622563 ,0.000622563 ,0.000622563
   63 ,22716.2  ,       1.13698 ,       2.53834 ,       1.39802 ,       1.19254 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000616375 ,0.000616375 ,0.000616375
   64 ,22973.1  ,       1.13473 ,       2.53698 ,       1.41167 ,       1.19425 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000610188 ,0.000610188 ,0.000610188
   65 ,23229.3  ,       1.13022 ,       2.52171 ,       1.39375 ,       1.1889  ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000604    ,0.000604    ,0.000604
   66 ,23484.8  ,       1.13418 ,       2.52501 ,       1.39746 ,       1.19017 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000597812 ,0.000597812 ,0.000597812
   67 ,23742.9  ,       1.12839 ,       2.5179  ,       1.39695 ,       1.18977 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000591625 ,0.000591625 ,0.000591625
   68 ,24001.3  ,       1.13529 ,       2.52661 ,       1.39819 ,       1.18985 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000585438 ,0.000585438 ,0.000585438
   69 ,24258.8  ,       1.12613 ,       2.50474 ,       1.39749 ,       1.18987 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.00057925  ,0.00057925  ,0.00057925
   70 ,24517.7  ,       1.13043 ,       2.51707 ,       1.38513 ,       1.18737 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000573063 ,0.000573063 ,0.000573063
   71 ,24777.6  ,       1.1289  ,       2.51009 ,       1.38737 ,       1.186   ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000566875 ,0.000566875 ,0.000566875
   72 ,25034.6  ,       1.12716 ,       2.51592 ,       1.39391 ,       1.19075 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000560687 ,0.000560687 ,0.000560687
   73 ,25289.8  ,       1.13294 ,       2.52659 ,       1.3933  ,       1.18938 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.0005545   ,0.0005545   ,0.0005545
   74 ,25546.5  ,       1.12503 ,       2.50932 ,       1.37176 ,       1.18438 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000548312 ,0.000548312 ,0.000548312
   75 ,25804.6  ,       1.12979 ,       2.52049 ,       1.37483 ,       1.18548 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000542125 ,0.000542125 ,0.000542125
   76 ,26066.2  ,       1.12785 ,       2.51413 ,       1.38471 ,       1.18774 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000535937 ,0.000535937 ,0.000535937
   77 ,26326.5  ,       1.13039 ,       2.51761 ,       1.38393 ,       1.18509 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.00052975  ,0.00052975  ,0.00052975
   78 ,26588.5  ,       1.12199 ,       2.50321 ,       1.37577 ,       1.18569 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000523563 ,0.000523563 ,0.000523563
   79 ,26852.6  ,       1.12282 ,       2.50638 ,       1.38265 ,       1.18238 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000517375 ,0.000517375 ,0.000517375
   80 ,27121.1  ,       1.11779 ,       2.49833 ,       1.36497 ,       1.17903 ,             0.67001 ,          0.53158 ,         0.58971 ,            0.42794 ,             0.67053 ,          0.5141  ,         0.55797 ,            0.35015 ,     1.00998 ,     2.23067 ,     1.06551 ,     1.08845 ,0.000511188 ,0.000511188 ,0.000511188
   81 ,28759.9  ,       1.12113 ,       2.50668 ,       1.37032 ,       1.18118 ,             0.67694 ,          0.54123 ,         0.59736 ,            0.43404 ,             0.67511 ,          0.52224 ,         0.56538 ,            0.3552  ,     1.00612 ,     2.21652 ,     1.05146 ,     1.08442 ,0.000505    ,0.000505    ,0.000505
   82 ,29017.6  ,       1.12279 ,       2.49102 ,       1.36906 ,       1.18002 ,             0.67694 ,          0.54123 ,         0.59736 ,            0.43404 ,             0.67511 ,          0.52224 ,         0.56538 ,            0.3552  ,     1.00612 ,     2.21652 ,     1.05146 ,     1.08442 ,0.000498813 ,0.000498813 ,0.000498813
   83 ,29281    ,       1.11977 ,       2.50161 ,       1.36875 ,       1.18366 ,             0.67694 ,          0.54123 ,         0.59736 ,            0.43404 ,             0.67511 ,          0.52224 ,         0.56538 ,            0.3552  ,     1.00612 ,     2.21652 ,     1.05146 ,     1.08442 ,0.000492625 ,0.000492625 ,0.000492625
   84 ,29543.8  ,       1.11242 ,       2.47509 ,       1.36167 ,       1.17877 ,             0.67694 ,          0.54123 ,         0.59736 ,            0.43404 ,             0.67511 ,          0.52224 ,         0.56538 ,            0.3552  ,     1.00612 ,     2.21652 ,     1.05146 ,     1.08442 ,0.000486437 ,0.000486437 ,0.000486437
