epoch ,time     ,train/box_loss ,train/seg_loss ,train/cls_loss ,train/dfl_loss ,metrics/precision(B) ,metrics/recall(B) ,metrics/mAP50(B) ,metrics/mAP50-95(B) ,metrics/precision(M) ,metrics/recall(M) ,metrics/mAP50(M) ,metrics/mAP50-95(M) ,val/box_loss ,val/seg_loss ,val/cls_loss ,val/dfl_loss ,lr/pg0      ,lr/pg1      ,lr/pg2
   27 , 9709.46 ,       1.0689  ,       2.37728 ,       1.21909 ,       1.15449 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.00067825  ,0.00067825  ,0.00067825
   28 , 9999.79 ,       1.06849 ,       2.36111 ,       1.21323 ,       1.15485 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.000665875 ,0.000665875 ,0.000665875
   29 ,10291.5  ,       1.0612  ,       2.35126 ,       1.20242 ,       1.15162 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.0006535   ,0.0006535   ,0.0006535
   30 ,10582.1  ,       1.06355 ,       2.35532 ,       1.19757 ,       1.1477  ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.000641125 ,0.000641125 ,0.000641125
   31 ,10873.3  ,       1.05405 ,       2.34159 ,       1.18457 ,       1.14344 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.00062875  ,0.00062875  ,0.00062875
   32 ,11164.1  ,       1.05774 ,       2.35313 ,       1.19206 ,       1.14703 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.000616375 ,0.000616375 ,0.000616375
   33 ,11455.8  ,       1.05231 ,       2.33249 ,       1.17417 ,       1.14132 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.000604    ,0.000604    ,0.000604
   34 ,11745.8  ,       1.04592 ,       2.31655 ,       1.17192 ,       1.14078 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.000591625 ,0.000591625 ,0.000591625
   35 ,12036.7  ,       1.05297 ,       2.32926 ,       1.17381 ,       1.1396  ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.00057925  ,0.00057925  ,0.00057925
   36 ,12328.2  ,       1.05222 ,       2.32163 ,       1.16222 ,       1.13884 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.000566875 ,0.000566875 ,0.000566875
   37 ,12619.3  ,       1.05182 ,       2.33247 ,       1.16604 ,       1.14206 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.0005545   ,0.0005545   ,0.0005545
   38 ,12909.7  ,       1.04546 ,       2.3117  ,       1.15803 ,       1.14019 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.000542125 ,0.000542125 ,0.000542125
   39 ,13198.1  ,       1.04125 ,       2.31038 ,       1.15924 ,       1.13671 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.00052975  ,0.00052975  ,0.00052975
   40 ,13489.1  ,       1.04623 ,       2.31825 ,       1.15339 ,       1.13787 ,             0.6916  ,          0.58476 ,         0.64634 ,            0.47976 ,             0.68162 ,          0.56738 ,         0.61453 ,            0.39011 ,     0.92756 ,     2.04496 ,     0.93535 ,     1.07357 ,0.000517375 ,0.000517375 ,0.000517375
   41 ,14548.4  ,       1.04973 ,       2.31786 ,       1.15686 ,       1.13946 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000505    ,0.000505    ,0.000505
   42 ,14836.9  ,       1.04784 ,       2.3238  ,       1.15939 ,       1.13841 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000492625 ,0.000492625 ,0.000492625
   43 ,15129.5  ,       1.03752 ,       2.29381 ,       1.14228 ,       1.13079 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.00048025  ,0.00048025  ,0.00048025
   44 ,15419.7  ,       1.03275 ,       2.2842  ,       1.13443 ,       1.13015 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000467875 ,0.000467875 ,0.000467875
   45 ,15710    ,       1.03145 ,       2.28651 ,       1.13651 ,       1.1317  ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.0004555   ,0.0004555   ,0.0004555
   46 ,15999.6  ,       1.03659 ,       2.29171 ,       1.13395 ,       1.13329 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000443125 ,0.000443125 ,0.000443125
   47 ,16290.5  ,       1.0308  ,       2.28374 ,       1.12782 ,       1.12848 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.00043075  ,0.00043075  ,0.00043075
   48 ,16580.7  ,       1.0257  ,       2.26868 ,       1.11092 ,       1.1248  ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000418375 ,0.000418375 ,0.000418375
   49 ,16871.1  ,       1.02837 ,       2.2675  ,       1.11419 ,       1.12559 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000406    ,0.000406    ,0.000406
   50 ,17163.3  ,       1.02711 ,       2.27721 ,       1.11868 ,       1.12886 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000393625 ,0.000393625 ,0.000393625
   51 ,17453.6  ,       1.02314 ,       2.26309 ,       1.11068 ,       1.12449 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.00038125  ,0.00038125  ,0.00038125
   52 ,17743.9  ,       1.02344 ,       2.26799 ,       1.11291 ,       1.12472 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000368875 ,0.000368875 ,0.000368875
   53 ,18034.8  ,       1.02028 ,       2.2489  ,       1.09635 ,       1.12098 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.0003565   ,0.0003565   ,0.0003565
   54 ,18326    ,       1.02215 ,       2.26014 ,       1.10086 ,       1.12449 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000344125 ,0.000344125 ,0.000344125
   55 ,18616.2  ,       1.01838 ,       2.25352 ,       1.09    ,       1.11895 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.00033175  ,0.00033175  ,0.00033175
   56 ,18905.9  ,       1.01149 ,       2.23735 ,       1.08653 ,       1.11606 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000319375 ,0.000319375 ,0.000319375
   57 ,19197.6  ,       1.00877 ,       2.23141 ,       1.07779 ,       1.11561 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000307    ,0.000307    ,0.000307
   58 ,19489.4  ,       1.01369 ,       2.23598 ,       1.08346 ,       1.1174  ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000294625 ,0.000294625 ,0.000294625
   59 ,19779    ,       1.0083  ,       2.23446 ,       1.07164 ,       1.1129  ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.00028225  ,0.00028225  ,0.00028225
   60 ,20069.6  ,       1.00681 ,       2.22319 ,       1.06659 ,       1.11354 ,             0.70751 ,          0.603   ,         0.66304 ,            0.4951  ,             0.70469 ,          0.58176 ,         0.63047 ,            0.40271 ,     0.9142  ,     2.01302 ,     0.9043  ,     1.06275 ,0.000269875 ,0.000269875 ,0.000269875
   61 ,21107.9  ,       1.00342 ,       2.21445 ,       1.06475 ,       1.1117  ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.0002575   ,0.0002575   ,0.0002575
   62 ,21397.9  ,       1.0056  ,       2.22321 ,       1.06355 ,       1.10917 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.000245125 ,0.000245125 ,0.000245125
   63 ,21689.2  ,       1.00069 ,       2.20733 ,       1.05309 ,       1.10901 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.00023275  ,0.00023275  ,0.00023275
   64 ,21980.5  ,       0.99961 ,       2.20712 ,       1.05936 ,       1.11078 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.000220375 ,0.000220375 ,0.000220375
   65 ,22271.5  ,       0.99131 ,       2.18133 ,       1.03936 ,       1.10544 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.000208    ,0.000208    ,0.000208
   66 ,22563.2  ,       0.99696 ,       2.19156 ,       1.04111 ,       1.10516 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.000195625 ,0.000195625 ,0.000195625
   67 ,22854.1  ,       0.98782 ,       2.17973 ,       1.03375 ,       1.10409 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.00018325  ,0.00018325  ,0.00018325
   68 ,23143.4  ,       0.99136 ,       2.18106 ,       1.03127 ,       1.10259 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.000170875 ,0.000170875 ,0.000170875
   69 ,23433    ,       0.98151 ,       2.15622 ,       1.0318  ,       1.10115 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.0001585   ,0.0001585   ,0.0001585
   70 ,23722.5  ,       0.98349 ,       2.16466 ,       1.01726 ,       1.09707 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.000146125 ,0.000146125 ,0.000146125
   71 ,24010.1  ,       0.92662 ,       2.0075  ,       0.88138 ,       1.0873  ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.00013375  ,0.00013375  ,0.00013375
   72 ,24297.2  ,       0.91781 ,       2.00661 ,       0.86838 ,       1.08142 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.000121375 ,0.000121375 ,0.000121375
   73 ,24579.8  ,       0.91283 ,       1.9871  ,       0.86228 ,       1.07966 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,0.000109    ,0.000109    ,0.000109
   74 ,24863.9  ,       0.90871 ,       1.97098 ,       0.85151 ,       1.07899 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,9.6625e-05  ,9.6625e-05  ,9.6625e-05
   75 ,25148.1  ,       0.90979 ,       1.9707  ,       0.83859 ,       1.07731 ,             0.72194 ,          0.60983 ,         0.67459 ,            0.50523 ,             0.71093 ,          0.59502 ,         0.64136 ,            0.40964 ,     0.90384 ,     1.98601 ,     0.88167 ,     1.05209 ,8.425e-05   ,8.425e-05   ,8.425e-05
   76 ,26149.7  ,       0.90504 ,       1.96393 ,       0.84362 ,       1.07411 ,             0.72524 ,          0.61736 ,         0.68142 ,            0.51104 ,             0.72057 ,          0.59925 ,         0.64792 ,            0.41366 ,     0.89765 ,     1.96654 ,     0.86795 ,     1.04564 ,7.1875e-05  ,7.1875e-05  ,7.1875e-05
   77 ,27124    ,       0.89705 ,       1.9481  ,       0.82793 ,       1.06966 ,             0.72894 ,          0.61526 ,         0.68162 ,            0.51151 ,             0.72394 ,          0.59691 ,         0.64809 ,            0.41379 ,     0.89736 ,     1.96508 ,     0.86705 ,     1.04543 ,5.95e-05    ,5.95e-05    ,5.95e-05
   78 ,28117    ,       0.8986  ,       1.93673 ,       0.8227  ,       1.07209 ,             0.72924 ,          0.61611 ,         0.68216 ,            0.51154 ,             0.72507 ,          0.59611 ,         0.64805 ,            0.41378 ,     0.89715 ,     1.9645  ,     0.86616 ,     1.04529 ,4.7125e-05  ,4.7125e-05  ,4.7125e-05
   79 ,29096.3  ,       0.89409 ,       1.93794 ,       0.82112 ,       1.07091 ,             0.72961 ,          0.61561 ,         0.68225 ,            0.51169 ,             0.72474 ,          0.59656 ,         0.64825 ,            0.41408 ,     0.89686 ,     1.96334 ,     0.86606 ,     1.04481 ,3.475e-05   ,3.475e-05   ,3.475e-05
   80 ,30057    ,       0.88854 ,       1.92202 ,       0.80271 ,       1.06484 ,             0.72585 ,          0.61795 ,         0.68261 ,            0.51195 ,             0.72455 ,          0.59626 ,         0.64869 ,            0.41426 ,     0.89677 ,     1.96258 ,     0.86607 ,     1.0447  ,2.2375e-05  ,2.2375e-05  ,2.2375e-05
